economy,Year,Edu_Spending_GDP,GDP_per_Capita,Health_Spending_GDP,Internet_Usage,Learning_Outcome,Unemployment_Rate,Population_Total,Inflation_Rate,Trade_Openness_GDP
AFG,2024,,,,,,13.687,42647492.0,-6.60118564073726,
AFW,2004,3.4647530305616,838.213391665852,4.26952591852614,,60.3057899475098,4.08689146118398,307725100.0,0.694336305945758,
AFW,2005,3.38921450211539,999.770023047319,4.12261312394254,2.3,62.1272087097168,4.09646467682858,316588476.0,5.63163351357613,
AFW,2006,3.15312857977346,1234.64185574403,4.03887465403474,3.4,65.6695098876953,3.96927941109318,325663158.0,4.41589984169561,
AFW,2007,3.15381499238194,1405.88018847409,3.81897623428846,4.3,62.551139831543,3.9480584197936,334984176.0,3.60736767984596,
AFW,2008,1.78672089282466,1666.52048270501,3.63072424603041,5.0,59.5222396850586,3.96722459921357,344586109.0,8.45297623326755,
AFW,2009,1.93507120112784,1453.4952836253,3.73365983830459,5.8,62.146541595459,4.00285567701832,354343844.0,3.28244037589321,
AFW,2010,1.88339665997008,1662.63365844147,3.49414443704409,7.3,63.1765785217285,3.98952016701337,364358270.0,1.78484420477113,
AFW,2011,2.08055351328496,1844.05436728177,3.4773380915026,8.7,64.3003768920898,3.96721211893844,374790143.0,4.01869907534492,
AFW,2012,1.98311592008713,1941.11824321812,3.45159999875065,10.3,65.0124130249023,3.98010182260688,385360349.0,4.57837463515948,
AFW,2013,1.97430347384626,2131.60609132899,3.5810361563881,12.6,65.3945083618164,3.70779396420408,396030207.0,2.43920076104126,
AFW,2014,1.8593703185545,2221.35033761012,3.59914408938253,15.0,65.8990325927734,3.88775083913174,406992047.0,1.76843582146224,
AFW,2015,1.75716590848385,1860.72768628324,3.81020499573204,18.6,66.7500686645508,4.17014290578818,418127845.0,2.13081738058791,
AFW,2016,1.90739956122299,1630.03943895258,3.8027557657234,20.9,67.3451232910156,4.16758013639496,429454743.0,1.48741550755546,
AFW,2017,2.0078711613568,1574.23056437855,3.73266812536803,23.8,66.6828536987305,4.28399591922403,440882906.0,1.72548602374731,
AFW,2018,1.99883260978049,1720.14009242722,3.28862221030402,25.7,66.4673233032227,4.33437713943307,452195915.0,1.78404994832044,
AFW,2019,1.72623239060695,2216.38505520833,3.25093608157437,28.5,66.3479232788086,4.39076373818366,463365429.0,1.98309228487232,
AFW,2020,1.82994725149781,2030.86165860293,3.7884435601391,31.5,66.592399597168,4.79531801163781,474569351.0,2.49037783931949,
AFW,2021,1.89811751011834,2112.79407637079,4.13562161186507,34.7,67.2360916137695,4.66663403105227,485920997.0,3.74556782333009,
AFW,2022,,2138.47315259913,4.17449597524121,37.5,66.0412368774414,3.59335356570127,497387180.0,7.94925143524016,
AFW,2023,,1841.85506354867,4.14322505750462,38.5,66.4375305175781,3.20080093275133,509398589.0,5.22116801324002,
AFW,2024,,1411.33702938476,,40.0,66.646728515625,3.17242064214562,521764076.0,3.60804426950566,
AGO,2004,2.68999999999999,1451.47117872493,3.46084046,0.464815,,16.313,18600423.0,43.5421067519687,90.3860384733605
AGO,2005,2.61500000000001,2145.88621096327,2.54726577,1.14337,,16.295,19291161.0,22.953513851394,95.3414592884703
AGO,2006,2.54,2930.4442860732,2.39833426,1.5,,16.123,20015279.0,13.3052101780032,84.6246041171541
AGO,2007,2.79750000000005,3515.05678986535,2.65790844,1.7,,16.066,20778561.0,12.2514974459487,97.2256306999958
AGO,2008,3.05500000000007,4578.15526451517,2.97807598,1.9,42.0463600158691,16.152,21578655.0,12.4758291326398,108.680408741993
AGO,2009,3.3125000000001,3645.14846562976,3.30655909,2.3,41.7748107910156,16.383,22414773.0,13.7302839288408,102.263183257986
AGO,2010,3.57,4101.63715566712,2.36373854,2.8,43.0581956100768,16.595,23294825.0,14.4696564932577,90.9940631355109
AGO,2011,3.57,5184.15269149912,2.35561895,4.7,49.9452277889684,16.77,24218352.0,13.4824679218511,89.0369443425845
AGO,2012,3.57,5702.45306277434,2.13677311,7.7,,16.539,25177394.0,10.2779049218839,81.9394785486361
AGO,2013,3.57,5688.57916215215,2.4297719,13.0,,16.464,26165620.0,8.77781429332624,77.3498013716078
AGO,2014,3.57,5649.68762469139,2.15680027,21.3623,,16.372,27160769.0,7.28038730361121,69.5801424481147
AGO,2015,3.57,3641.72893919944,2.29966879,22.0,,16.472,28157798.0,9.35597215533784,54.9793808779835
AGO,2016,3.57,2051.81462126253,2.39068723,23.2,,16.572,29183070.0,30.6944150806719,47.0155661405313
AGO,2017,3.57,2790.71886869768,2.4379425,26.0,,16.617,30234839.0,29.8444799015679,45.6643423539921
AGO,2018,3.57,2860.0936483682,2.29887486,29.0,,16.602,31297155.0,19.6289379701521,58.916480075976
AGO,2019,3.57,2493.67884440177,2.20394278,32.1294,,16.497,32375632.0,17.080954143438,60.7148243336685
AGO,2020,3.57,1759.35619918264,2.81688905,36.6347,,16.696,33451132.0,22.271539247051,54.3442286847189
AGO,2021,3.57,2303.90812662776,2.73987103,39.3876,60.0259394365677,15.799,34532429.0,25.7542948841891,61.5262136695806
AGO,2022,,3682.1131513698,2.60041046,42.0719,,14.124,35635029.0,21.3552901320822,55.2547732713835
AGO,2023,,2916.13663284275,2.54692864,44.7581,47.8556786596463,14.051,36749906.0,13.6441017767715,53.033483632308
AGO,2024,,2665.87444776753,,,,14.02,37885849.0,28.2404948915772,50.8422305562091
ALB,2004,2.97789812623444,2446.90949947798,5.82433939,2.42039,105.375846862793,16.306,3026939.0,2.28001916938101,65.0379383187697
ALB,2005,3.00041381394017,2741.72136549578,5.6621623,6.04389,,15.966,3011487.0,2.36658195679795,69.1162926602322
ALB,2006,3.02292950164592,3057.77257038113,5.56553745,9.60999,,15.626,2992547.0,2.37072831904282,72.2019089483674
ALB,2007,3.04544518935165,3743.05529896187,5.85639858,15.0361,108.387466430664,15.966,2970017.0,2.93268248162323,79.9119008919954
ALB,2008,3.06796087705739,4498.50486763601,5.44421673,23.86,109.742630004883,13.06,2947314.0,3.32087090389265,75.2485472798728
ALB,2009,3.09047656476313,4213.65007574693,5.75751925,41.2,108.645553588867,13.674,2927519.0,2.26692209450831,73.3213575646169
ALB,2010,3.11299225246887,4149.14469936847,6.16333199,45.0,102.078805224989,14.086,2913021.0,3.6271009151748,75.5325329687378
ALB,2011,3.13550794017461,4465.70914328865,6.11026192,47.0,100.500959283735,13.481,2905195.0,3.42807130141503,80.6989985298954
ALB,2012,3.15802362788035,4280.93316338873,6.08504725,49.4,117.008465181901,13.376,2860708.0,2.03159268395296,76.9683583166821
ALB,2013,3.18053931558609,4542.92903556739,6.20897436,51.8,91.1192101863813,15.866,2816902.0,1.93762080205223,75.7506185619748
ALB,2014,3.15228442340002,4793.59751131525,6.35884142,54.3,105.693672858903,18.055,2773767.0,1.62586504402604,75.0212023084129
ALB,2015,3.12402953121393,4199.53912925398,6.38810158,56.9,98.7887867553705,17.193,2731293.0,1.89617402592366,71.2794476606014
ALB,2016,3.57274109456264,4457.63412207495,6.65018797,59.6,99.5973586728942,15.418,2689469.0,1.27543168367423,74.0144504546815
ALB,2017,3.30390855184779,5006.36012951959,6.50111914,62.4,106.449693580056,13.616,2648285.0,1.98666133171194,76.7873817898989
ALB,2018,2.96556705599494,5897.65452588774,6.59002447,65.4,102.89417505337,12.304,2607733.0,2.02805963071135,75.6940783717425
ALB,2019,3.44651616742275,6069.43903131027,6.78144073,68.5504,98.717525153927,11.466,2567801.0,1.41109078954251,75.382128932689
ALB,2020,2.79249297190928,6027.91350716348,7.46513748,72.2377,99.2719284481406,11.639,2528480.0,1.62088661717004,59.5206994391875
ALB,2021,2.79249297190928,7242.45513146613,7.35750389,79.3237,97.2184448015824,11.474,2489762.0,2.04147163139545,75.5904040905009
ALB,2022,,7756.96188744253,7.53646231,82.6137,101.176280497657,10.785,2451636.0,6.7252027153006,84.6980435944865
ALB,2023,,9730.86921906893,7.05240345,83.1356,95.1351520460518,10.669,2414095.0,4.75834555150039,82.3524933990723
ALB,2024,,11377.7757431099,,,107.345321655273,10.689,2377128.0,2.21587375089999,79.4546360752224
AND,2004,1.49,39021.1107100919,5.27989149,26.838,97.2185363769531,,74325.0,,
AND,2005,1.54,40829.8116399538,5.58296251,37.6058,,,77421.0,,
AND,2006,2.05,43467.1963063068,4.95078182,48.9368,,,79585.0,,
AND,2007,2.45733358026392,48336.2548304926,4.94078732,70.87,,,81877.0,,
AND,2008,2.86466716052782,49132.4925840057,5.6787138,70.04,,,83495.0,,
AND,2009,3.14,43975.0000888133,6.09363031,78.53,,,83888.0,,
AND,2010,3.01,42746.830391567,7.68835258,81.0,,,80706.0,,
AND,2011,3.12,46657.1495384811,7.62052774,81.0,,,77783.0,,
AND,2012,2.78,41500.5499988288,6.71966314,82.7,,,76834.0,,
AND,2013,2.44,42470.3230369366,6.79758358,84.4,,,75194.0,,
AND,2014,2.50822017351064,44369.6712976777,6.77313089,86.1,65.1785714285714,,73737.0,,
AND,2015,2.57644034702129,38654.95287916,6.91368532,87.9,65.4046997389034,,72174.0,,
AND,2016,2.64466052053194,40129.8385811474,6.94162941,89.7,69.220607661823,,72181.0,,
AND,2017,2.71288069404259,40672.9717424447,7.07158232,91.5675,66.0691421254802,,73763.0,,
AND,2018,2.78110086755323,42819.7577456133,7.37781096,,67.7461139896373,,75162.0,,
AND,2019,2.84932104106389,41257.816459345,7.32238626,90.7187,65.1436031331593,,76474.0,,
AND,2020,2.84932104106389,37361.1070081615,8.78462029,93.2056,62.6398210290828,,77380.0,,
AND,2021,2.84932104106389,42425.7066454357,8.64671707,93.8975,62.5899280575539,,78364.0,,
AND,2022,,42414.0479861228,7.52135801,94.4855,,,79705.0,,
AND,2023,,46812.4261013102,7.69928026,95.4456,69.4174757281553,,80856.0,,
AND,2024,,49303.6491674336,,,67.3548387096774,,81938.0,,
ARB,2004,4.66948569669121,3133.70187873975,3.73070175358394,,80.3446578979492,11.4271164700074,315060277.0,3.63228004956625,84.5068077172092
ARB,2005,4.69345361296684,3750.69825886818,3.44633700448439,,81.3345413208008,11.2344112966755,322628451.0,3.49368534619531,88.6457164514403
ARB,2006,4.48950694664873,4355.05756933724,3.42808734741081,,79.5800628662109,10.5176425576734,330526310.0,3.54498591605033,88.9408719600594
ARB,2007,4.43526296830817,4940.70226511719,3.53654766163203,,81.3306579589844,10.1456780757217,338947976.0,4.74390639021648,92.9395640965946
ARB,2008,4.4365695806067,6091.93206445672,3.36965100225892,,82.7405624389648,9.87515901443002,347684619.0,11.2706652380848,96.7573478237637
ARB,2009,4.47097264610054,5134.45006055159,4.29646946883261,,80.9262390136719,9.46079216862091,356386673.0,2.92089711805367,88.7840499830423
ARB,2010,4.50040917868041,5944.95217290432,3.89317106564042,,81.4851989746094,9.57178825247491,363568534.0,3.91106195534028,85.4722234406328
ARB,2011,4.59006393429509,6915.82768123695,3.80575094634382,,81.6125106811523,10.6873951414609,372054934.0,4.7531638888563,88.2778925699692
ARB,2012,4.60524236234727,7384.10682814613,3.90350309490454,,82.7023620605469,11.0650966632009,381030177.0,4.6118443220664,89.7697484348065
ARB,2013,4.63120676091796,7376.02829575498,4.16260617967046,,78.4508666992188,11.0350018909533,390954281.0,3.25423910998847,88.7552573164627
ARB,2014,4.65248608983104,7338.35092727915,4.50007298761825,,78.4920196533203,11.0319261608507,400231008.0,2.89947905006057,86.5625376235488
ARB,2015,4.65280555252434,6290.55879501691,5.00908575316047,,77.7366027832031,11.1524464292006,410190679.0,1.83135233156369,81.6833904367822
ARB,2016,4.66255384229553,6042.19675439671,5.28502773733537,,77.3814697265625,10.8617161429412,419808341.0,2.36503123461077,76.0430297374186
ARB,2017,4.69474902253244,6096.72395041636,5.15987282843783,,77.3754577636719,11.1152019032057,428315886.0,2.06932928164424,79.4530344876071
ARB,2018,4.76528597011415,6699.18058175457,4.86776695125365,,78.386360168457,10.6546406452031,435998060.0,2.30874696703938,79.8820396126159
ARB,2019,4.78273941788209,6674.34224402621,4.94278733717573,,78.6826782226562,10.2137182910936,444281315.0,1.33601568147656,79.0696226380511
ARB,2020,4.84052418378651,5739.41283580539,5.71844456598162,,79.8448791503906,11.2951503646669,453723239.0,1.44703656998741,74.5045919856139
ARB,2021,4.91627027483128,6697.41498492196,5.25928586762619,,79.9189224243164,10.8627489086684,460646603.0,2.86833027751019,79.4584284528696
ARB,2022,,7950.35581975672,4.66525326389618,,81.1133193969727,9.74413095599936,471352066.0,5.17980847967061,86.7932393179498
ARB,2023,,7513.89907880749,5.15780327165915,,81.88037109375,9.31338863204988,482105978.0,4.00025877060147,86.7466586209333
ARB,2024,,7583.81170078145,,,83.1461334228516,9.26592419265216,492612632.0,2.10135577419612,62.2097108772467
ARE,2004,2.8387907017297,33376.7152295209,2.46225643,30.1313,94.6663131713867,2.965,4428967.0,,116.622612523831
ARE,2005,2.8387907017297,38719.3138307623,2.3202107,40.0,92.9555816650391,3.12,4664790.0,,119.552871642254
ARE,2006,2.8387907017297,44342.6048322482,2.3254137,52.0,89.105842590332,2.964,5009100.0,,119.470669577786
ARE,2007,2.8387907017297,45854.7325158162,2.56602693,61.0,,2.934,5624635.0,,136.798152865771
ARE,2008,2.8387907017297,50054.1700681803,2.92857623,63.0,,2.818,6302664.0,12.2504202448139,148.513544025723
ARE,2009,2.8387907017297,37803.0663738777,4.05000162,64.0,,2.932,6707058.0,1.5618131744907,153.461944358373
ARE,2010,2.8387907017297,44795.2949302268,3.74433136,68.0,,2.798,6869838.0,0.877983288285867,135.485709128426
ARE,2011,2.8387907017297,51921.904511613,3.56666398,78.0,,2.587,7104538.0,0.87734659568512,144.176786868982
ARE,2012,2.8387907017297,53141.6124340099,3.33596373,85.0,,2.323,7391448.0,0.662268900269009,156.637694501481
ARE,2013,2.8387907017297,53247.2409495441,3.50222182,88.0,,2.125,7693031.0,1.1011183637571,157.398083989641
ARE,2014,2.8387907017297,52725.2358407934,3.53405499,90.4,,1.999,8059440.0,2.34626865671643,159.515615057764
ARE,2015,2.8387907017297,44910.334995523,3.46609354,90.5,,1.793,8505237.0,4.06996608361593,164.286182737903
ARE,2016,2.8387907017297,42721.0999383185,3.89580107,90.6,,1.64,8935095.0,1.61748808904198,165.39501917458
ARE,2017,2.8387907017297,43733.6192287435,4.00854969,94.8199,,2.462,9223225.0,1.96682557818842,165.476542469815
ARE,2018,2.8387907017297,47135.3591943971,4.09854221,98.45,105.077405010456,2.236,9346701.0,3.06863379251997,154.747005019293
ARE,2019,2.8387907017297,45938.6073581994,4.40291262,99.15,99.7345915659098,2.331,9445785.0,-1.93108114782173,163.822152944853
ARE,2020,2.87026949648222,37991.7492971665,5.82477045,100.0,99.8548679378418,4.294,9401038.0,-2.07940317940944,181.29188817064
ARE,2021,2.87026949648222,44118.5047192771,5.30494308,100.0,97.4315919891101,3.105,9575152.0,0.179935336174431,182.909355066597
ARE,2022,,50759.7589231191,4.56536388,100.0,102.456393452687,2.872,10074977.0,5.29122604376849,185.741660982819
ARE,2023,,49850.6872175164,4.97095108,100.0,99.1737916980463,2.151,10483751.0,1.62670837213248,199.044979237546
ARE,2024,,50273.5060469837,,100.0,,2.16,10986400.0,1.66336510224894,
ARG,2004,3.3,4242.02099089422,7.09477043,16.0367,97.3868179321289,13.522,38815916.0,,40.692646108947
ARG,2005,3.48999999999999,5067.65342293276,7.73392439,17.7206,94.5341262817383,11.506,39216789.0,,40.5512709706238
ARG,2006,3.68,5869.38028970204,7.70940399,20.9272,95.6887130737305,10.078,39622115.0,,40.4334798719151
ARG,2007,3.86,7185.25155147027,7.86196613,25.9466,98.5453414916992,8.47,40016763.0,,40.945170618571
ARG,2008,4.25,8944.1102657357,8.24087811,28.1126,102.319679260254,7.837,40424148.0,,40.4026733790382
ARG,2009,4.81,8150.23527028221,9.56852913,34.0,102.965492248535,8.645,40854831.0,,34.0571269054879
ARG,2010,4.52,10260.1313108254,9.4852438,45.0,103.31336478821,7.714,41288694.0,,34.9710132635696
ARG,2011,4.86282750838924,12704.2831819684,9.51042366,51.0,103.299525536147,7.18,41730660.0,,35.2061549999644
ARG,2012,5.20565501677847,12949.717486654,9.8851881,55.8,103.663843793221,7.217,42161721.0,,30.5265423717108
ARG,2013,5.23053907030045,12963.675773326,9.92091465,59.9,103.278045218399,7.1,42582455.0,,29.3339290021037
ARG,2014,5.09195199193834,12233.1444119186,9.79773045,64.7,105.369846292036,7.268,43024071.0,,28.4067936452275
ARG,2015,5.25217630361376,13679.6264980954,10.27364159,68.0431,105.966493596972,7.577,43477012.0,,22.4862260889792
ARG,2016,5.05761305212922,12699.9623137756,10.05355549,70.969,106.53556124907,8.088,43900313.0,,26.0938878488799
ARG,2017,4.98673995645437,14532.5009308511,10.26057911,74.2949,101.523895644883,8.347,44288894.0,,25.2896011376779
ARG,2018,4.9287630963461,11752.7998922979,10.17289257,77.7,100.145531751709,9.22,44654882.0,34.2772237131003,30.7625359549926
ARG,2019,4.83027517380104,9955.97478680428,10.11911297,79.947,100.286471247217,9.843,44973465.0,53.5483043492339,32.6306150458499
ARG,2020,5.03900899926811,8535.59938004389,10.67246342,85.5144,99.8427784444202,11.461,45191965.0,42.0150947376509,30.203698807416
ARG,2021,5.03900899926811,10738.0179223384,11.00910187,87.1507,102.877639887141,8.736,45312281.0,48.4093786255199,33.078689567466
ARG,2022,,13962.1894087223,10.15950489,88.3754,100.310147105379,6.805,45407904.0,72.430757531824,31.5801792606256
ARG,2023,,14261.8465667948,10.2695179,89.229,98.9436486948575,6.139,45538401.0,133.488935594175,26.6769512482215
ARG,2024,,13969.7836603737,,89.6672,,7.15,45696159.0,219.883929014578,27.929760849367
ARM,2004,2.53696594285715,1130.08791444158,6.05510139,4.89901,110.370262145996,10.676,3164900.0,6.96126135875795,73.0706339919371
ARM,2005,2.58984520000001,1557.48458908655,5.8618803,5.25298,99.7471084594727,10.584,3146400.0,0.638928002410097,70.1397385835334
ARM,2006,2.64272445714286,2041.65267068997,5.85007095,5.63179,97.4247970581055,10.497,3127100.0,2.89235662459004,61.0301379818566
ARM,2007,2.69560371428572,2962.70234594569,5.49814034,6.02125,105.019790649414,10.394,3107400.0,4.40736089644516,56.9750470853147
ARM,2008,2.74848297142858,3777.66859313767,6.63976622,6.21,108.788780212402,17.1,3087100.0,8.94995335353387,54.5423279613666
ARM,2009,2.80136222857144,2820.5926553347,8.44377708,15.3,,19.295,3066000.0,3.40676682683801,57.2742357441995
ARM,2010,2.85424148571429,3041.34450723339,9.23538303,25.0,96.1579477457195,19.523,3044800.0,8.17636138473952,64.642975973633
ARM,2011,2.90712074285715,3349.55309771906,9.37588882,32.0,96.2675193497296,18.884,3027900.0,7.65000807859294,69.4355736620453
ARM,2012,2.96,3511.56399687426,9.13455009,37.5,94.398657797139,17.511,3024100.0,2.55802007757907,75.9616759606704
ARM,2013,2.55,3680.16692158886,10.32345009,41.9,,16.576,3022000.0,5.78966778544651,77.5550481598824
ARM,2014,2.1,3852.11800610384,10.17827892,54.6228,93.9747354424068,17.498,3013800.0,2.98130868933672,75.778866962639
ARM,2015,2.69644909303094,3512.39350276709,10.11762714,59.1008,92.4189283979928,18.261,3004600.0,3.73169119261693,71.6820743427575
ARM,2016,2.4448922446485,3524.42476874707,9.95194912,64.346,89.3423023359697,17.617,2992300.0,-1.403607559009,76.0779674593548
ARM,2017,2.29094323511871,3869.05373867752,10.36270332,64.7449,90.7134854349155,17.704,2979400.0,0.969553268816138,87.202376539837
ARM,2018,2.35908658498409,4196.00562301769,10.00543404,68.2451,88.8457640107785,18.966,2969000.0,2.52023382001638,92.473107021212
ARM,2019,2.42722993484945,4597.22887399548,11.3798008,66.5439,93.5630099728015,18.304,2962500.0,1.44344660770698,97.847004865327
ARM,2020,2.49537328471479,4268.68093304583,12.24056244,76.5077,94.3636628896562,18.175,2961500.0,1.21143577838465,70.1213571368789
ARM,2021,2.72293184502268,4685.17997128509,12.32268524,78.6123,94.2158819806222,15.469,2962300.0,7.18483629443371,79.2489057647112
ARM,2022,,6571.97445545099,9.96211243,77.0277,93.8248282630029,13.451,2969200.0,8.64091108973855,103.878629213508
ARM,2023,,8159.08720967996,9.32119179,79.9966,94.3309098054628,12.405,2964300.0,1.98041877615554,123.418750077627
ARM,2024,,8556.21406956719,,,98.213668887244,12.405,3033500.0,0.269511978259125,150.064726588742
ASM,2004,11.760709,8958.42866697173,,,,,56818.0,,202.357563850688
ASM,2005,11.760709,8831.26975996609,,,,,56617.0,,223.2
