Country,Year,Access to electricity (% of population),"Agriculture, forestry, and fishing, value added (% of GDP)",Domestic credit to private sector (% of GDP),Employment in services (% of total employment) (modeled ILO estimate),"Foreign direct investment, net inflows (% of GDP)",GDP per capita (constant 2015 US$),Individuals using the Internet (% of population),"Industry (including construction), value added (% of GDP)","Services, value added (% of GDP)"
AFG,2007,38.4,30.1050113574013,6.83998223656721,27.2248878765164,1.93570171391636,410.757728879097,1.9,26.8822416082148,40.294685221301
AFG,2008,42.4,24.8922700059742,9.38832772083979,27.6621985463541,0.45536044478174,417.647282647498,1.84,26.9156280026285,45.4098308716488
AFG,2009,48.3,29.2975010547259,10.58413068423,29.3948425879471,0.45188914562189,488.830652491949,3.55,21.8971222069406,45.2444349261482
AFG,2010,42.7,26.2100685374552,11.5750442390122,31.1592526833235,1.20311798981139,542.871030476037,4.0,21.1514206977128,48.8793769096891
AFG,2011,43.2,23.7436639877543,4.95918037606027,31.1177963939839,0.293025179616803,525.42698276582,5.0,22.7402524820273,49.6968203962567
AFG,2012,69.1,24.390873626371,4.47210362973721,32.3133084481045,0.285440893554571,568.929021458341,5.45455,21.1578071539751,50.5793979236606
AFG,2013,68.0,22.8106627361766,4.3216854169302,32.0763627884824,0.239801184405551,580.603833333096,5.9,20.4446053132561,52.6827434733525
AFG,2014,89.5,22.1370413719574,3.94105709996345,32.2391686364613,0.209664794672203,575.146245808546,7.0,21.2296632181805,52.9908650351499
AFG,2015,71.5,20.6343227166798,3.98149379462535,33.7321152250418,0.88400046336123,565.569730408751,8.26,22.1240424906926,53.2352934986503
AFG,2016,97.7,25.7403140364582,3.88832174612488,35.23983684805,0.516606084523093,563.872336723147,11.0,10.4668076938201,59.0232164144095
AFG,2017,97.7,26.4201990834448,3.84188120492596,36.802134491624,0.274796791572807,562.769574140988,13.5,10.0518739969063,58.3290500097748
AFG,2018,93.4,22.0428967527575,3.51231703339133,37.0166785521044,0.661572217787196,553.125151688293,16.8,13.3872469597976,59.4774229106653
AFG,2019,97.7,25.7739707394105,3.22995723026215,37.5135391226906,0.124495985291258,557.861533207459,17.6,14.0581123697768,55.4728067408306
AFG,2020,97.7,29.9755825210461,3.09659808966059,35.535277276328,0.0649939571808755,527.834554499306,17.0485,12.9525996015547,52.5721090890613
AFG,2021,97.7,33.5976188725451,,30.151585831638,0.144466946606861,408.625855217403,16.5143,14.2736570191788,47.160422387969
AFG,2022,85.3,33.7014323213923,,29.4272142369757,,377.665627080705,17.1917,16.0503677223963,45.0499087998591
AFG,2023,85.3,34.7432471445174,,29.4984918421715,,378.06630312259,17.7089,13.4498227120978,46.3743698691993
AFG,2024,,,,29.5021677680015,,,,,
AFW,2004,37.5945022413501,23.8523787497793,8.69254366659698,33.8593957873021,1.80420304723066,1402.22876764658,,28.8135111338226,41.5741920896583
AFW,2005,37.9359101368567,23.373343450223,8.67513975958603,34.3740978986254,2.93133338546773,1441.98859440003,2.3,29.4197914902828,41.5659210294433
AFW,2006,39.9529044823027,22.3471365216362,8.50044255887774,34.8887133278551,2.28870294816693,1475.92318265943,3.4,28.1434367027884,44.9688627419054
AFW,2007,40.8648618879836,22.0524207375012,12.32843245767,35.5194799295522,2.76690161524521,1513.01942969263,4.3,27.0768748584186,46.3239865813658
AFW,2008,41.8660146613745,22.6036427782507,15.2125494475014,36.1756096194748,2.84147402329329,1562.21124621273,5.0,28.1358811661849,45.0941458531341
AFW,2009,42.0024854401026,23.7054751605669,16.3629930498061,36.8707889152576,3.52591020083717,1612.48837316067,5.8,24.6156342319428,47.1713461337743
AFW,2010,41.9519903118982,22.1321259229871,13.012713803506,37.7443976580416,3.15128327333642,1677.95238312056,7.3,27.3403594105445,46.7779457642887
AFW,2011,46.0619669218462,20.5195249610199,11.8575114366336,38.3985434212623,3.54506641288462,1711.53923110365,8.7,30.3228391802371,45.2639509685509
AFW,2012,44.1865003474968,20.3387845143841,11.6122886549053,38.9596545495083,2.79570166892171,1749.98138710355,10.3,29.7369723233846,46.3092167352786
AFW,2013,47.1945030733476,19.6196962949451,12.5774946951391,39.4955974910526,2.26936723127983,1805.79842409374,12.6,28.7586082396961,47.5773831391017
AFW,2014,47.7673605462369,19.1933020924046,13.9758498697576,40.1059420844488,1.83591900224731,1857.17116320705,15.0,27.3416005895994,48.9989571472962
AFW,2015,46.8624182524845,20.1785871076173,14.4415164078007,40.6960983900992,2.13330027622449,1860.72768628324,18.6,23.152227373643,53.3099750620335
AFW,2016,51.0451271925992,20.5964688025564,15.8593607616424,40.9691889210339,2.23535718815748,1815.17120349953,20.9,21.5173149706202,54.1903279496698
AFW,2017,48.9007280475057,20.3567689816218,14.9321541029288,41.4778475795376,2.55635653292547,1808.72220111739,23.8,24.42401180708,51.3715035331085
AFW,2018,51.3358293517534,20.5495360041941,13.292858882315,42.1082822211187,1.91395272862701,1814.69463581898,25.7,26.6968365569618,49.0041724705572
AFW,2019,51.2915769115352,23.46549545554,11.0738503016961,42.9057256242192,1.22700011228508,1829.06806387649,28.5,23.3347838450209,50.4821936480385
AFW,2020,51.8560428463068,25.39817780829,11.7330980537159,41.3285540722728,1.04084419108634,1719.26150438049,31.5,21.2395036083466,50.2436436741983
AFW,2021,54.368598708444,25.6229936588144,12.6505815985063,41.5459857451246,1.60141749103716,1721.90947456022,34.7,21.9220901239411,49.025874440669
AFW,2022,55.6866829669796,25.3717465088187,12.6271452132446,41.8024485293288,1.46814555146344,1757.45658962159,37.5,23.0816586357113,48.3813464266183
AFW,2023,57.0692665803595,24.1528889551845,,42.32235686483,2.08163638802875,1778.86434703356,38.5,23.1898778620108,48.727483861425
AFW,2024,,22.5554093483584,,42.845976909497,2.39840367592386,1816.34604380299,40.0,24.1765434821094,47.9279211581157
AGO,2004,28.4,10.3635914449926,,60.4315375805673,8.13849032848245,2583.32411461288,0.464815,50.2978770697738,39.7136676214341
AGO,2005,29.4,8.56536731681355,,58.4651355521218,-3.14962046173322,2843.3966357968,1.14337,56.1242984191149,35.4993259457285
AGO,2006,30.5,8.44100897843275,,56.6875803163974,-0.0643009490167298,3065.05576243895,1.5,54.2214232962716,37.1439693103216
AGO,2007,37.5,8.61624042186554,,54.8911137864211,-1.22312266225132,3336.36332465208,1.7,57.905278239704,34.0967823030459
AGO,2008,38.5,7.81831803295795,,53.1496704920599,1.69952793928946,3559.19522512236,1.9,56.2078263483829,34.2212938482245
AGO,2009,33.8,10.3661474573001,,51.3263213533981,2.69909240017807,3494.80724466172,2.3,40.9723218323879,46.6572174638642
AGO,2010,35.0,10.0913068588653,,48.8556342624711,-3.37761927933748,3540.79159568381,2.8,48.5501387093455,40.4058954859428
AGO,2011,34.6,9.55630602216444,,46.5491998883029,-2.40838836782517,3528.16824373399,4.7,52.1706630052286,37.8278152881355
AGO,2012,37.3,9.69697932366603,,44.4213021713595,-1.02012839058611,3682.35229322763,7.7,53.3611036467722,38.1528946330169
AGO,2013,38.4,10.3295507034404,,42.4380131365122,-4.78350487024797,3716.29718727282,13.0,50.3750405397121,40.5013779544273
AGO,2014,32.0,11.4782158930109,,40.3316392087452,2.38352427018273,3746.81619978613,21.3623,43.9966362099567,44.0532339009099
AGO,2015,42.0,13.6637723279796,22.2749280175046,40.3215498679159,9.7795154502448,3641.72893919944,22.0,36.7338841349078,48.0419306568083
AGO,2016,41.8,14.6711413269562,18.5908277620868,40.1139584289984,-0.299804386002375,3454.03317187119,23.2,37.3943513261608,46.7231427013984
AGO,2017,42.9,14.9283260019113,14.84745928119,40.0178727618802,-8.76696380208172,3328.8982124109,26.0,37.0989345106935,46.6189972009799
AGO,2018,45.3,13.3397905678931,13.2564012766381,39.7773354887959,-7.21246216123288,3196.79006983557,29.0,41.1891594014386,43.9574616765439
AGO,2019,45.6,12.3911585673156,13.4718248959992,39.666195800835,-5.07649440156737,3083.97534427357,32.1294,42.2251045134162,43.8627207016305
AGO,2020,47.0,15.0223674268676,11.3107531927913,38.2191311444807,-3.17143620765821,2864.16146036893,36.6347,36.7098511285088,45.3591604963738
AGO,2021,48.2,16.561923695764,8.70249637691386,37.5749267305878,-5.47403409372737,2832.81777132286,39.3876,38.1721950958541,42.6412291780629
AGO,2022,48.5,18.9890929801653,6.86560736253038,40.4877627343102,-5.02899288556058,2860.90251922246,42.0719,34.9333591780179,43.7734824749089
AGO,2023,51.1,20.6897623256468,7.56544382086069,40.5263400343568,-1.97786390222726,2809.15727975557,44.7581,35.1292267229987,41.8051676690801
AGO,2024,,22.0693262844667,7.277022461899,40.687555299181,-1.0986881170909,2845.47779302975,,34.56731745622,41.0551859909358
ALB,2004,99.4,18.5630799913995,,36.4694828120954,4.60782278585291,2567.29763687121,2.42039,27.7299752177294,39.5598988272926
ALB,2005,99.4,17.1247178955729,,36.3587685307636,3.17899814544722,2712.86983830331,6.04389,28.1372131604488,40.3981318981217
ALB,2006,99.4,16.0415750334868,,37.0819396819245,3.55321913781567,2894.36032580174,9.60999,28.4284255205783,40.1991972841068
ALB,2007,99.4,15.5325494481234,,37.3181538543968,5.86740351847628,3105.8796756386,15.0361,28.5772545670045,40.5451705003217
ALB,2008,100.0,15.422100399492,,37.54099828889,9.40665320050491,3345.98161761476,23.86,28.5616497223775,41.0750286540131
ALB,2009,99.6,15.2792217271528,37.3109373018231,36.5546191483091,10.9068201480963,3459.24695646692,41.2,27.5678722962167,42.0040238601938
ALB,2010,99.6,16.3586081914252,38.5667222073844,38.0056894662126,9.01744998049889,3579.82413181046,45.0,27.4749142839601,41.3131845921318
ALB,2011,99.7,16.7202229491786,40.8904191085198,35.7883362998639,8.08329285826067,3677.89457937717,47.0,26.9409865024688,42.2390195525462
ALB,2012,99.9,17.5913685516371,41.048928970868,36.8368428681955,7.49597513325321,3771.84781862015,49.4,25.4077242038709,43.5059236088597
ALB,2013,99.9,18.924817420614,39.7219957616212,38.715793649559,9.80035898039468,3895.89975621942,51.8,25.506803612245,42.6287844572944
ALB,2014,100.0,19.2377589164282,39.0603696115194,39.6694222941355,8.64846635716115,4045.11934884933,54.3,23.8286690584956,42.6575638095964
ALB,2015,100.0,18.7471602773412,36.8808802178051,39.8607872719792,8.62740636982337,4199.53912925398,56.9,24.4814091473313,42.8778647519282
ALB,2016,99.9,19.167190753497,36.2098635348358,40.2112427236091,8.71147225448456,4431.55635814168,59.6,23.8670178864359,43.4481768975831
ALB,2017,99.9,18.079078214296,34.1324652358472,42.2423402549993,7.71411336285186,4648.23078660658,62.4,22.9533327106507,44.5621307131911
ALB,2018,100.0,17.9155558179549,32.507358683887,42.7083957984542,7.83109146132114,4893.82375538717,65.4,23.7535886253159,44.3970282534603
ALB,2019,100.0,18.1603973706713,33.725595513728,43.2158670276158,7.70621465029911,5072.43648354739,68.5504,22.9655210859374,45.4534114346696
ALB,2020,100.0,18.8061378649169,37.719333429721,43.241481433791,7.01865154497786,4980.61699524696,72.2377,23.4687164183412,45.7213497398907
ALB,2021,100.0,17.793224984541,36.4341686860283,44.4269847878612,6.75791457973236,5511.75743402862,79.3237,22.4341412350759,45.278770333241
ALB,2022,100.0,16.9844754476574,33.7912381516025,43.9962497505868,7.57934042905775,5867.65096230557,82.6137,23.0250522159549,46.2991272417493
ALB,2023,100.0,16.2742388313006,32.4665672054877,46.3125447479353,6.90036950940795,6198.17195301204,83.1356,23.160711973189,47.6649908239316
ALB,2024,,15.4519031294331,34.0597809059347,46.7791156790644,6.32349466068578,6549.23387415397,,22.4011031082403,48.6899937474805
AND,2004,100.0,0.414741997881256,,,,40054.3399679173,26.838,15.7803540103879,74.7942373593759
AND,2005,100.0,0.380576808035011,,,,40528.1938997392,37.6058,16.0357828783728,74.4198860237398
AND,2006,100.0,0.353522338328863,,,,41322.0723316534,48.9368,16.1672951911525,74.1242699981489
AND,2007,100.0,0.368796683946436,,,,40789.1781297264,70.87,15.4735314793076,74.5592619910865
AND,2008,100.0,0.406917963904405,,,,37775.1438845998,70.04,15.4327671138582,75.3640750593347
AND,2009,100.0,0.418928933319218,,,,35604.4007343193,78.53,14.7664887100921,76.035601397438
AND,2010,100.0,0.466508601972863,,,,36277.2814831059,81.0,13.1256460606154,76.991211654261
AND,2011,100.0,0.490560827241276,,,,37637.5045137987,81.0,11.908853107908,77.375135201479
AND,2012,100.0,0.601164453935572,,,,36206.9954432018,82.7,11.0715796683925,76.8249491306888
AND,2013,100.0,0.585558984254785,,,,35684.1861967511,84.4,10.6182471491429,78.021575852346
AND,2014,100.0,0.537623493009676,,,,37300.6419409868,86.1,10.1535313011382,78.2437091148297
AND,2015,100.0,0.513420109683398,,,,38654.95287916,87.9,9.98126871637019,78.6674143272447
AND,2016,100.0,0.521999648433619,,,,40085.0394278177,89.7,10.1407794073814,78.1008536948862
AND,2017,100.0,0.559538512516191,,,,39361.0807539996,91.5675,10.3955176672591,77.8688586318041
AND,2018,100.0,0.546367882815281,,,,39242.1633307803,,11.0763337210625,77.6557919031876
AND,2019,100.0,0.522633248415779,,,13.3818072686093,39346.2935180487,90.7187,11.6998176283166,77.5555098246535
AND,2020,100.0,0.559442769715814,,,9.43228499707799,34536.666145207,93.2056,12.6601582717327,79.8154154929299
AND,2021,100.0,0.531844879169824,,,14.5826559404996,36929.0364995869,93.8975,12.3626363853047,79.3818503932806
AND,2022,100.0,0.487491862156614,,,17.5702350620217,39780.4152991834,94.4855,11.1453411041301,78.1918257115356
AND,2023,100.0,0.47849213558896,,,7.28597529959797,40227.2524257376,95.4456,12.4282261796617,78.3110227448023
AND,2024,,0.46592379640818,,,6.64266743694098,41034.5266723078,,12.7530228782248,77.5890386001388
ARB,2004,82.2795249538868,6.61713230697988,31.7837778326557,50.8473643975968,2.16478959100851,5250.08375247516,,49.6159049316719,43.0493235909275
ARB,2005,83.07676744851,5.82687697381646,31.7948372661255,51.1210845321556,3.16813035855029,5412.64941314351,,53.41734229403,39.4980224869918
ARB,2006,85.2843937164942,5.59918260735862,30.929866412169,51.3648037059518,3.97121100672377,5614.91183040313,,54.6310822829143,38.0802791120103
ARB,2007,83.6267638046023,5.60533067737075,32.7844440539473,51.5363947745536,3.80340434197896,5727.33322290223,,53.4223220003271,38.922926791695
ARB,2008,83.2755641606337,5.08487649997185,32.3529105907699,52.0317762642692,2.58732735207834,5894.47746607478,,56.1487627202994,36.6979955973631
ARB,2009,84.1597287073639,6.14797951839261,37.8636182409174,52.6864244862693,2.2218541513522,5787.82712590845,,47.7183147067532,44.5197855378122
ARB,2010,86.921502593511,5.69095013201033,37.1136424740815,53.0156897412547,2.11194389033051,5948.12916468842,,50.0622317000738,43.3459618738186
ARB,2011,87.1726942320297,5.12687606147852,34.5539861314178,53.8959448971217,1.31663145630821,6036.42083357432,,53.4253059488925,40.508242339887
ARB,2012,86.8478669651407,4.65022581848911,34.0741128250402,54.6481941036209,1.54970201135426,6218.04632240872,,54.1899500446277,41.2703379755394
ARB,2013,88.9616299190749,4.7640741333166,35.991851999324,55.170165912626,1.2495361508121,6220.63858713989,,52.0080037186228,43.2322172227188
ARB,2014,88.4067767085653,4.97937287519455,39.100508942233,55.5721120555936,0.858594694517584,6238.07256611906,,49.4959119090372,45.7504688421329
ARB,2015,88.6616431398725,5.61711463955109,47.461304906941,56.2550526994313,0.848345430500515,6290.55879501691,,40.4265373349113,53.5143282767766
ARB,2016,89.1861710572826,5.42373027814235,55.4549292293637,56.6270316718039,1.90316892678224,6366.04865571626,,38.155994879331,55.3712135843075
ARB,2017,90.3510669396465,4.9760123743283,53.3884708037798,56.5374267452176,1.20765569076214,6322.52614443499,,40.7677492984881,53.3260823345428
ARB,2018,88.6898406472267,4.62238947180673,,57.487301358851,1.51863791071918,6377.12047410411,,44.5307863776535,49.5158732360892
ARB,2019,89.9289963083413,4.79134395024651,,57.6937138109799,1.21983791189292,6367.60443969474,,42.4378832257503,51.1698030253194
ARB,2020,90.2417769685806,5.60548271072935,,58.1157836170687,1.28359953435291,5904.57124162288,,36.2480477287924,55.8322177166681
ARB,2021,90.4340947732985,4.87546801574335,,58.4202146160784,2.25750539146834,6073.56224152636,,42.7339657537053,48.7012629032197
ARB,2022,90.6545179070033,4.33056895649595,,59.1439779185341,2.07805996103919,6351.57184174657,,48.6378194883718,43.6170997882152
ARB,2023,91.6454299444509,4.96899737457755,,59.7692426941492,2.45975024296504,6311.42160022415,,44.6115100409235,47.7417176178789
ARB,2024,,5.38212011018352,,59.8753931860817,3.63591508558193,6282.0327428409,,42.7242298538505,49.1079024652188
ARE,2004,100.0,1.66536190905993,,58.5160822659664,6.76715211324682,55611.419401142,30.1313,51.6783480847693,46.6562900061707
ARE,2005,100.0,1.39540987408529,,60.2126175697903,6.03481604123485,55363.5661047143,40.0,55.6434763024807,42.9608649080015
ARE,2006,100.0,1.09424400194674,,61.4827573779734,5.76543753223521,56629.9761392644,52.0,57.903111718071,41.0026442799823
ARE,2007,100.0,0.976671167666283,,62.948707228317,5.50043971722883,52038.6159567932,61.0,54.840228590251,44.1831002420827
ARE,2008,100.0,0.82730546409323,,64.4634223662442,1.60487460715228,47922.6988207823,63.0,58.0179784435584,41.1547160923483
ARE,2009,100.0,1.03688688860825,,64.7602353202824,0.447367365845778,42672.1987890808,64.0,52.044956000368,46.9181571110237
ARE,2010,100.0,0.732284398165927,,65.1301084267921,2.85854032456409,42328.8508165469,68.0,50.2592548678862,49.0084607339479
ARE,2011,100.0,0.650173172827368,,65.5006038895123,1.938861867408,43687.7782783233,78.0,55.7510208781767,43.598805948996
ARE,2012,100.0,0.627714840690063,,65.9573189904418,2.43554239157448,43958.5681120856,85.0,55.356407543947,44.015877615363
ARE,2013,100.0,0.631291645173813,,66.1774963395383,2.38382217021709,44312.6337162614,88.0,52.9894122214127,46.3792961334135
ARE,2014,100.0,0.625601940820607,,66.2715274808927,2.60546065371654,44257.6514761082,90.4,50.7402069875437,48.6341910716357
ARE,2015,100.0,0.716283764709908,,66.1063601094399,2.23861395699196,44910.334995523,90.5,42.1588028480264,57.1249133872637
ARE,2016,100.0,0.740803620343316,81.9398711422571,66.32728191108,2.51620200951453,45168.4982473243,90.6,39.8749229592768,59.3842734203798
ARE,2017,100.0,0.753700320921749,78.1489012109159,66.8274728416238,2.56696112401594,43293.0203824801,94.8199,41.4122717128473,57.834027966231
ARE,2018,100.0,0.705642980623094,73.9842900645691,67.1539594518014,2.35729150002132,43377.7858697225,98.45,45.7439845434706,53.5503724759063
ARE,2019,100.0,0.734628769937638,75.2884988271793,67.4208924215394,4.11928564301823,43468.4586811918,99.15,43.4669683746299,55.7984028554324
ARE,2020,100.0,0.962965730130207,88.835666097675,68.9988862248103,5.56735507865122,39878.474427695,100.0,40.3215883178557,58.7154459520141
ARE,2021,100.0,0.890347914421406,76.1676429790591,67.4731738749809,4.89230472033291,40935.8936567784,100.0,45.3811872508727,53.7284648347058
ARE,2022,100.0,0.740896924545652,65.4574313053044,67.6880425093453,4.44591399207935,41828.5553298104,100.0,49.3332992568668,49.9258038185875
ARE,2023,100.0,0.764068711477443,,67.7011452667683,5.87184069440898,41926.5823645673,100.0,45.4007387994769,53.8351924890457
ARE,2024,,0.769419245488961,,67.9435420294033,8.26261712974626,41605.4168670844,100.0,44.3292859984628,54.9012947560482
ARG,2004,96.5,8.36248661002826,9.68251819633223,68.6984274895615,2.5050175164097,10302.4465316428,16.0367,28.816922006834,47.8369882937827
ARG,2005,96.7,7.93875427420938,10.6534929189359,68.5868647859111,2.64935441452167,11099.7509190602,17.7206,28.6263140439084,48.4861459282405
ARG,2006,97.0,6.93557229126392,11.9102616607561,68.599741686598,2.38106854489628,11870.2791559298,20.9272,29.2032796652469,48.7491333682456
ARG,2007,97.2,7.45235394606923,13.0985413493544,68.6557123530693,2.25129423568361,12811.9021206578,25.9466,27.4152361334783,49.5083307772744
ARG,2008,97.5,7.3189545972436,12.313946714342,68.7482525435358,2.68990096507093,13197.3570267029,28.1126,26.2724599395946,50.2551922042782
ARG,2009,97.8,5.2736234689014,12.4162075416805,69.6003422430472,1.20643922647566,12285.3784651865,34.0,25.2842047993735,53.3060010032753
ARG,2010,98.8,7.13216745078964,12.6901062454749,69.7072619276578,2.67516171886535,13387.1553748458,45.0,25.2587762576722,51.4951802052167
ARG,2011,99.0,6.99873377022519,14.0087151168124,69.0724495417462,2.04465997872008,14040.6189124444,51.0,25.2126976058843,51.8119007511102
ARG,2012,99.1,5.7817442068501,15.2128150156924,69.4875551206921,2.80667189982932,13754.4254235596,55.8,24.4290570649122,53.6581179163924
ARG,2013,99.3,6.05291843670451,15.7290920133564,69.2982197252933,1.77920553648531,13946.0950832252,59.9,24.0058814423072,53.9190936666216
ARG,2014,100.0,6.71270351428559,13.8237692455151,69.0304543657975,0.962406650325519,13456.1319159151,64.7,24.2773944936602,52.9405434663365
ARG,2015,99.7,5.1566859021408,14.4142330417064,69.6529549127388,1.97713461784426,13679.6264980954,68.0431,23.153056135905,55.8149012843362
ARG,2016,99.9,6.26456582010254,13.6676334273514,70.4876907051936,0.584748941173009,13265.8860639123,70.969,22.0541072112108,56.1222358547004
ARG,2017,100.0,5.23162237725058,15.9584973420583,71.0991913444513,1.78936504083806,13520.1129846159,74.2949,21.782123219335,57.3499373815692
ARG,2018,100.0,4.53787889681146,,71.4909177447964,2.23253157689253,13058.3285449954,77.7,23.7195923321304,56.3697502721818
ARG,2019,100.0,5.3185559967348,14.4776292447323,71.7720330089912,1.48500687570697,12706.3978108968,79.947,23.1578477391434,55.4388171093669
