economy,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
CIV,13.4933313574459,13.7374737553324,14.2436392038274,16.6971471423806,16.1177834623712,16.1081607755506,20.7031739690787,17.8470592312248,17.1122715372663,20.7312022243429,22.476070174363,23.5616684954464,23.2965012963668,21.9109187509615,22.4665503582512,22.1766481096146,20.344763141247,21.0571796036942,22.2895218676818,20.602742584353,19.7219893709546
CMR,18.8910238024988,18.5802837690659,17.8556782062501,18.583050782478,19.8958104973389,18.5992432101758,18.5258358699339,18.9348906367022,18.1966579785064,18.3935437647231,19.436913998152,18.6117816287166,19.4576148812245,19.2961406888504,19.5500413474034,19.088506793809,18.1922991522213,18.1895394723663,18.8164268671824,19.1469600869994,18.181902575179
COD,12.1421129521393,17.0380807060268,15.5353662052935,16.9164563797199,23.3112525238958,22.0972606754888,27.8249684310755,29.4718799073306,27.5116098044611,30.2145048053239,31.2393263687704,26.2539756311784,28.2774194617476,27.5291187187835,28.6711519339602,22.2993438450818,21.8454079734967,32.558394122872,36.6831545427326,34.0755549341194,32.5422682705268
COG,21.9054699242609,23.4233311819487,25.3550774107525,58.6863280854143,39.5456208499227,52.8292050129417,38.7798118925855,33.8687168065183,38.1514780762757,47.0619118613753,54.8259807101429,78.0009172791282,77.8214898988402,36.6644580240522,26.345781930627,26.1155301471499,23.2557304593578,22.1386763650518,20.6905597045862,24.9045198099403,26.5393398661499
COL,18.8317596064491,20.9561543150332,22.5775935262733,24.0773758127074,21.9137810195697,22.6467081627038,22.0429732014851,21.9158254216725,21.1252094876723,21.3383970995375,22.6705098813348,23.3747819041323,22.1296577145622,21.7227919184852,21.2278710779912,21.269107264817,18.3620756136132,18.9897319714179,19.070491795478,16.5149107450513,16.5945382423245
COM,17.1164637474012,17.1164439891343,17.1164559786779,16.0107412814615,18.6944966828606,16.6441195996643,17.8624390779559,16.7272118330955,16.6960690671082,16.2163941646089,15.2374961535119,13.4963324041779,12.4755919575083,13.3232598136896,14.7594576318137,12.6281735099465,10.956884294986,13.2615764510247,11.9372948701337,11.7309862033894,11.7339416915408
CPV,,,,,,,,,,,,,,,,,,,,,
CRI,19.8781564478728,19.9518024342991,20.293066801457,22.3649992802424,23.7449715296068,21.0035629736066,19.4564092871474,19.4325156619155,20.0288559026881,19.8156100827853,19.839949560223,18.988926247886,18.8245430063268,18.1777606896189,18.2028667597056,16.2541664771702,16.1681534980596,16.8662904144554,16.9503668523823,16.1793973267178,15.8255239777781
CSS,,,,,,,,,,,,,,,,,,,,,
CUB,8.47446535612386,8.96143581229082,10.401419719848,9.68843370492407,10.8270031230317,8.67590206185567,8.64631264768064,7.71126250181186,7.76172051243489,8.24389485145435,7.30384930588015,8.64312864960153,8.81138673345027,9.87499828821489,11.447272231419,11.211707513275,9.81444220880841,10.4992865239225,11.4853583912632,12.8563762112359,12.7563522251456
CUW,,24.8945608839399,24.8279676667209,26.2225050304134,28.0465653032579,27.2986547993975,27.4527061216866,31.1008952076427,26.9999302279017,28.8687781170974,26.5085877038412,26.2418928807763,29.2656594792158,28.7264158053681,34.0473569436101,,,,,,
CYM,,,,,,,,,,,,,,,,,,,,,
CYP,20.6457343555968,21.5266894687851,25.0775609714329,25.5483408894883,27.1833090122118,23.4393429106478,22.3931532844937,18.9835410036702,15.4617926757181,14.0795248605542,13.3043398828757,12.833004711897,18.0346280830739,20.7947375308198,18.5806193226431,18.6839206808435,20.8183845649063,19.2171328479755,20.365352478474,21.9867225271435,20.5485311273581
CZE,28.5804641980298,28.5248592592412,28.1510781666578,29.6665559482128,28.9056718357901,27.1841500644404,26.5219620764145,26.098348006461,25.3751105408769,24.7753723844816,24.7408229025596,25.6764620589865,24.3093476604522,23.7274064051355,24.8456610600914,25.7720455320028,25.5353602874792,26.2369575229222,27.6877651111963,27.9408667883867,26.4879424582154
DEU,18.8314639081743,18.7644203275559,19.4624059220668,19.7151702055684,19.9630399184329,18.8381977329318,19.1861612229759,20.0081182128282,19.9663127661399,19.5771468839831,19.782574460457,19.7477510746575,20.0438468833034,20.1339289732412,20.8175234345652,21.1522978107472,21.3426763110307,21.181504152251,21.6010467765749,21.1916877404125,20.4603173503166
DJI,,,,,,,,,,25.0258710849342,28.0409117606815,30.3355894617026,27.7228772325212,26.1120682606879,28.4937586770341,29.7952101352966,30.0681931461676,29.6579987966534,28.9763142279811,24.6459078336045,24.1649469069389
DMA,,,,,,,,,,,,,,,,,,,,,
DNK,20.6579399200817,21.1723797337583,23.2747647050451,23.4983863063468,22.9393877468768,20.1024313779465,17.9939144621449,18.1475309529928,18.7986435638088,18.8065381186482,19.334256991948,19.8029126025869,20.9848820610106,21.2303828701723,21.7629454283236,21.3534089903591,22.1844244807288,23.206237827405,23.0897420855077,23.5305356705048,23.3320384051141
DOM,20.4393611293454,22.6126199111617,25.8801400051994,27.0374299938478,28.0160895783936,22.9926848813914,24.9200517402196,24.3778439913801,23.6441763702234,21.8222569473428,22.1985116552393,22.5773862286248,22.168510614524,20.9638452990699,24.8205752388366,24.9843138217951,24.8098538977154,28.9495612066708,29.9670054753193,28.9835484421124,26.1210921622134
DZA,26.1014395272487,24.8333849865266,25.1669293883515,27.9986237172174,30.0397675681438,38.7738534672056,36.8247454236446,32.5550419569134,32.3722774660867,35.5482724924833,38.5992038440274,42.8089904007225,43.3866935269655,41.5075397965874,41.0086253013984,39.8722500063772,39.0898216851072,35.1175035102881,30.384790452886,32.7223686846894,35.1978539491642
EAP,35.0562529820411,35.4205020870806,34.8478156146405,34.5001815979768,35.7593022156083,39.9220554222272,39.9125470166321,40.114675046921,40.8184257971623,41.1074050066742,40.7133212028265,39.5007489225565,39.0092935946321,39.3008549279555,40.2236815046024,40.0095275376226,39.6412336534801,39.4505154508279,39.1491927693662,38.4133604100997,37.8629110688937
EAR,22.6355993553914,23.3283258406456,24.32050486802,25.7785405785344,25.9047818375598,25.6687734698738,25.2882115054203,25.7371546465772,25.5773016114581,25.3344973429338,25.2474381463502,25.4749336413515,25.2419623492782,25.0917241133818,25.4664847791326,24.9840729257801,24.3340272539064,25.0866487857607,25.6870614219117,26.2412436983027,25.8631763388917
EAS,28.4723266194474,29.0901593801618,29.4407166454921,29.3779504305308,30.2586776789329,31.5559463110916,31.5103754249424,32.1918690934995,33.0908690191532,34.2375280931364,34.4615025112327,34.031829945233,33.5321960975374,33.986838111749,34.7601441057194,34.7130878144226,34.5926711307165,34.9003792811785,35.0839181080664,34.4681727321614,34.0975511908159
ECA,25.4122846252061,26.2970851575543,28.0959821378143,28.1797835143754,27.2599800178441,24.102964556123,24.6633029301051,25.9095510438689,25.7975606523578,26.4113934835589,26.4427930135664,27.3218875625142,27.3436412802406,27.0498786753461,26.7182809244909,25.0788377982213,25.2838789940646,24.7060149203504,25.3821298953317,28.4102035482121,27.898051665661
ECS,21.1403644061414,21.4610607434046,22.1338771523404,22.8536757899281,22.7525477288291,20.9614602012983,20.5465243251397,20.6907944327744,20.463679918119,20.2473963780373,20.2370403738234,20.5760419664941,20.8893298159282,21.1549728095522,21.2138944163872,21.9470276605723,21.9152666955498,21.574801407049,21.8340293359439,22.3109639777856,21.6851021490091
ECU,15.7699598183796,16.2952744751966,16.5773335099992,16.4663148355349,17.4363395358655,18.1411514952214,19.7127718521821,20.9410177780933,22.1395923781794,23.9253464733797,23.4838892665471,22.5415046121288,20.7148337835895,21.4612286161457,20.9884220968604,20.6549277978524,17.9954424258669,19.2305887994517,20.5795493948707,19.8518103497966,18.4101486634308
EGY,16.4022254275706,17.9201485608171,18.7307754573416,20.8512352309343,22.2780569514238,18.9119170984456,19.2110061329355,16.7092115819415,14.6951692840509,12.9864545259084,12.4460093896714,13.6544048447154,14.4681479294309,16.3133564922454,18.4089837555184,18.7723373838456,16.958684133537,16.285212588735,18.0439910742748,15.1318510349174,11.6981379076204
EMU,21.5438357050379,21.8674901672667,22.5181285153571,22.9809892772703,22.6552711256382,20.8188468876831,20.3851340115005,20.4225454610246,19.9198592162646,19.3232650351578,19.2760269829546,19.6810588880247,19.9927924795311,20.3296278043537,20.7139805837799,21.9199509717613,21.8139946112301,21.6785464791782,21.9338630167954,21.9238603968064,21.074916569093
ERI,20.2629217457409,20.3394397206045,13.6811165438244,12.6735754136609,12.7135404800139,9.26379597839317,12.3854014927083,12.626317662696,,,,,,,,,,,,,
ESP,27.8253003573011,29.0284035934931,30.0454936237283,29.8758005495847,27.8566240453349,23.1621916327272,21.8742137780893,20.1470024048134,18.7105922599627,17.5983666974763,18.0299514220621,18.298942519262,18.1917189018021,18.9061933772299,19.6739026426325,20.305014716322,20.6159328524088,20.199534753463,20.4882317498181,20.4658153069816,20.2878325064447
EST,31.7144972621122,32.8564369726627,36.7942378998764,36.3905723897513,31.129010654241,22.6771447061682,21.2332633688528,26.3556426267409,28.4404236317146,27.5327683520592,25.3427695160167,24.0517427038414,23.9449043102923,25.4039470690204,26.5760517476199,26.6153386918257,31.1753648845812,29.9823233247321,25.1608257827686,25.4086839463969,23.8965498272625
ETH,,,,,,,,32.1076664694521,37.0979619673542,34.0811183155872,37.9937253037378,40.6712729848122,37.3487629699646,38.4439871569806,34.1629551124182,35.2639756254811,30.5789686594943,28.0252954109363,25.3422268254436,22.1694039604718,20.5754723153175
EUU,21.5521421760629,21.8867429218146,22.616993024289,23.2559631973546,23.0451488877577,21.0545449790108,20.5167742750943,20.5973363353947,20.1276978307022,19.5526954230049,19.5994234087803,20.0138336818333,20.1933937060923,20.498991242544,20.9041133513589,21.9905048980143,21.905863306989,21.8052567422243,22.0493373503289,22.1110714088869,21.2443845089529
FCS,,,,,,,,,,,,,,,,,,,,,
FIN,22.2601596310972,22.9209429997692,22.7685828498042,24.1971784303348,24.4953745888094,22.9565025999395,22.8209857186136,22.9086033745668,23.3149347732785,22.3315331429947,21.7167423672002,21.4199398645048,23.0524251681601,23.6891760789654,24.5932601711908,24.4207984303071,24.6561782162302,24.4207361193742,24.6641741973059,23.3397349439981,21.9949775875751
FJI,,,,,,,,,,,,,,,,,,,,,
FRA,20.8372793779546,21.2552645424979,21.8977868505057,22.5857089020594,22.9330135074895,21.4495235712121,21.4821676799635,21.6992927837053,21.6559249264002,21.2695637926893,20.9583861621479,20.5598696757557,20.9212601092418,21.4204336075644,21.8753900672966,22.4160955392444,22.4362308511816,23.4832287343303,23.4857708214613,22.8344674932245,22.096846539157
FRO,,,,,,,,,,,,,,,,,,,,,
FSM,,,,,,,,,,,,,,,,,,,,,
GAB,21.4960127218042,20.9815020099541,23.1696173890287,23.6449269564322,25.0258825928152,29.5285249604484,31.4071853243829,28.6802170005618,27.737282233055,29.9453796532587,35.6951364101419,29.2309562924902,26.9822610431075,21.2964674161829,19.2582324284114,21.8987965722319,19.8634691076218,17.4565506184958,16.0269404879583,18.0760661101408,19.1352290512735
GBR,17.7987601938902,18.1300681489885,18.3547575232734,18.8197810313528,18.4126120244636,16.988851517085,16.5928041098154,16.1811317139187,16.2721553248286,16.5945808776841,17.1780619988843,17.9499547721596,18.568952315869,18.9676629369709,18.6901207841924,18.8313068890229,18.2216480289167,18.5366124585172,19.0026614241506,18.897529362349,18.6678876534931
GEO,28.1618028765408,28.7869270022115,26.2133880593768,26.3790323529758,22.0383855223356,15.713332592016,18.6399765226421,19.830910379708,21.5841309101337,18.4378910700803,21.4425215938465,23.9201351742503,26.0024408393292,25.1354716981132,24.7927533389166,23.9627957205486,22.2328094559039,20.7580923522825,19.7501572879495,21.4600701499044,21.3178430978306
GHA,28.3775066840527,29.0021406363098,22.46580573765,15.3845449877747,16.4919639408033,15.4788295907556,11.7640921857081,11.9769402266932,16.1099093812667,24.038998981558,26.4228805215621,27.0126255383172,24.8261687864837,18.8864252401077,21.1990937450982,18.0381936845263,17.6607471070578,16.7536504450636,16.2045835595444,9.86731842368043,9.85797271154309
GIB,,,,,,,,,,,,,,,,,,,,,
GIN,13.5428309435203,12.7254200599184,19.9527580932241,24.6699587204815,22.589475079265,20.9356031068169,19.1371892385113,23.6021886756075,25.1177815471196,23.4293864677333,22.7113706519031,23.9691741699584,52.4183191347549,25.7658241420525,19.4674095479671,17.7992411069131,16.5753868932617,15.0225263582253,15.2174954505447,24.5016113588117,33.1775583630348
GMB,14.3183765243099,13.8318506658647,15.6906853088323,12.5665208782691,10.5224347295927,12.8914138046647,13.8767105275043,12.8961682852301,20.8771686494917,14.7115331277791,16.6526122015212,20.3498140429739,24.919934192266,22.9597266827213,20.8784242569263,24.6538431612228,32.34205468872,30.3707902499395,28.6236492072635,27.4459749812404,29.9390742710396
GNB,20.834934699855,18.1351311386233,19.9603683762367,24.1480624804061,17.2307966100337,18.2573605887643,19.366452387911,15.724714459189,19.2098413655205,17.649430444394,18.4361458324866,16.1944098294004,17.9710180283477,17.9786140989487,19.0211737666785,23.902887581908,25.4094332114867,21.3049147760176,21.1250294068297,21.4558902770576,24.1142464088152
GNQ,,38.804824975189,27.1401853494386,30.1973514468321,28.1900365972506,53.6127314869293,42.3216550737194,38.1605608101647,46.5595457630897,30.170136656716,28.5770847128071,24.5309681838823,16.5504331560808,13.9565530197219,12.6801434398089,11.3929818569737,7.55519736848281,8.0569099526607,7.57452706152852,9.3108984864249,9.07181309458443
GRC,25.0449225325719,21.3568870584015,24.0565849914051,25.5308773380251,23.2806962442851,20.438446980754,16.8200572069043,13.8655955400985,12.2795312839599,11.5362301011246,11.233781428641,11.1610941969144,11.3684708155605,12.0492834143889,11.3310526081969,10.97046317576,12.2998658740322,13.7915466530779,15.7213358540523,15.8842464967092,16.0395231559948
GRD,,,,,,,,,,,,,,,,,,,,,
GRL,16.3169608103529,23.9590375999495,23.3212212337635,31.3562989393581,40.5896065365325,31.6099920370425,52.1799971586873,64.8351038363597,38.3547778917077,30.1057727378229,23.3941445677387,24.0243133616434,25.2703896574241,23.1335871984025,21.4022522685931,30.7827757323515,33.0834916488562,36.8675478459079,36.4913208765197,34.6866559913434,
GTM,18.6402587083727,18.5898915722087,20.4368364207337,19.9058846728475,18.2268454319826,15.377603213332,15.0488390141114,15.0459163364946,15.0269248908262,15.0905751400773,15.1717760222467,14.5165803443022,13.8717160544668,13.6094242778371,13.6958970967354,14.3792899434873,13.7024597669997,16.1331176381121,16.7048899065371,16.3409859224031,16.1138303325026
GUM,,,,,,,,,,,,,,,,,,,,,
GUY,23.5456808733306,32.3339782741868,,,,,,,,,,,,,,,,,,,
HIC,22.3440968241632,22.8004375926394,23.100636744369,23.1450729200643,22.7854611354593,21.0568730166465,20.6209634867209,20.8556974357332,21.1259470140912,21.110501386358,21.3481390006546,21.6203478022851,21.699963502695,21.9302651030705,22.0251881139988,22.3758753887787,22.5630123193003,22.3543688280247,22.4349234661132,22.5170505408456,22.1768539498226
HKG,21.820131227557,21.3969726476056,22.4267652730467,20.6181894840909,20.5445780846355,20.4642472931966,21.7781360691582,23.536338869848,25.3999025065057,24.1086280956178,23.4918064340566,22.3995947095418,21.4894575519614,21.6564377271714,21.5995180976142,18.2977495428858,17.0302785006165,16.8430455935255,16.0698462674383,16.944112236744,16.285061166693
HND,27.0803523056205,24.9144205577875,27.3263592647173,32.1934757962591,33.5973788273545,22.0079148952844,21.5558696364013,24.4407777503837,24.3710157922338,23.5854202773999,22.2854400331859,23.6830079243241,22.0345380996484,23.532148331901,24.7473556145833,22.8046970698247,18.2840692088973,22.666191471429,22.4910886256308,23.75620763328,23.9265010808856
HPC,20.1733769655834,20.5397469497575,21.2434918491722,22.4375533943001,23.1755204807323,22.2829992898683,22.7841015587938,23.6655891221341,23.5849208715815,25.2745604101335,26.1402664497667,26.2816316718411,26.3113108973672,25.4039094510438,25.5338890316143,25.6086775107035,23.3655153524183,24.193211686443,23.9847962536267,23.0341501146734,22.2210315044322
HRV,25.4340625021603,25.1830684508323,26.3000406853173,26.4990346355283,27.8559467989732,24.7852746729853,20.8198145850591,19.8211263992985,19.2069491801104,19.2205495326052,18.7927323901696,19.0891710819701,19.5583172462549,19.4723152178163,19.9769644572898,21.9107647969988,22.3539106538489,20.9487974846062,21.66300488516,24.7461300792411,25.2027496420771
HTI,11.4076572923675,9.81592773095545,14.3527712251236,9.22466753259594,12.6171620718569,12.6069242243299,24.988217664925,20.9967494829716,17.5092344164627,17.880859322137,16.556866327765,13.9737286463314,13.5922278864188,16.876979845919,16.0510920039064,18.5362500202298,17.70308377994,18.0480582579069,15.8621394204196,13.8536836673602,9.93936193656659
