economy,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
CSS,4080569.0,4049468.0,4072929.0,4098855.0,4124966.0,4146899.0,4173335.0,4201107.0,4228445.0,4257682.0,4286546.0,4314191.0,4341333.0,4366140.0,4407658.0,4443134.0,4459302.0,4479167.0,4497310.0,4519904.0,4539060.0
CUB,11238756.0,11262554.0,11278550.0,11287272.0,11291762.0,11294719.0,11297409.0,11301571.0,11303175.0,11298167.0,11285775.0,11275065.0,11265612.0,11247829.0,11227118.0,11202846.0,11176354.0,11122168.0,11059820.0,11019931.0,10979783.0
CUW,134192.0,137658.0,141239.0,144056.0,145880.0,146833.0,148703.0,150831.0,152088.0,153822.0,155909.0,157980.0,159664.0,160175.0,159336.0,157441.0,155482.0,153948.0,153321.0,154654.0,155967.0
CYM,45352.0,46788.0,48232.0,49687.0,51151.0,52618.0,54099.0,55606.0,57136.0,58655.0,60160.0,61642.0,63100.0,64535.0,65941.0,67327.0,68684.0,70108.0,71591.0,73038.0,74457.0
CYP,1017875.0,1036151.0,1054418.0,1072714.0,1091026.0,1109371.0,1127816.0,1146493.0,1165397.0,1183895.0,1201801.0,1219502.0,1237112.0,1254275.0,1270737.0,1286671.0,1302247.0,1317309.0,1331370.0,1344976.0,1358282.0
CZE,10197101.0,10211216.0,10238905.0,10298828.0,10384603.0,10443936.0,10474410.0,10496088.0,10510785.0,10514272.0,10525347.0,10546059.0,10566332.0,10594438.0,10629928.0,10671870.0,10697858.0,10505772.0,10672118.0,10864042.0,10905028.0
DEU,82516260.0,82469422.0,82376451.0,82266372.0,82110097.0,81902307.0,81776930.0,80274983.0,80425823.0,80645605.0,80982500.0,81686611.0,82348669.0,82657002.0,82905782.0,83092962.0,83160871.0,83196078.0,83177813.0,83287273.0,83516593.0
DJI,826124.0,839167.0,855764.0,874528.0,892734.0,911527.0,930251.0,948558.0,966747.0,984824.0,1002717.0,1020313.0,1037653.0,1054841.0,1071882.0,1088709.0,1105188.0,1121248.0,1137096.0,1152944.0,1168722.0
DMA,68649.0,68734.0,68806.0,68847.0,68854.0,68864.0,68859.0,69053.0,69118.0,69715.0,70373.0,70410.0,69606.0,68496.0,68174.0,67880.0,67573.0,67202.0,66826.0,66510.0,66205.0
DNK,5404523.0,5419432.0,5437272.0,5461438.0,5493621.0,5523095.0,5547683.0,5570572.0,5591572.0,5614932.0,5643475.0,5683483.0,5728010.0,5764980.0,5793636.0,5814422.0,5831404.0,5856733.0,5903037.0,5946952.0,5976992.0
DOM,9104892.0,9225034.0,9341183.0,9455658.0,9573130.0,9695265.0,9820175.0,9945621.0,10070411.0,10193833.0,10315528.0,10434829.0,10551430.0,10666843.0,10782053.0,10894043.0,11008300.0,11123476.0,11230734.0,11331265.0,11427557.0
DZA,32628286.0,33109249.0,33623506.0,34189416.0,34816961.0,35490445.0,36188236.0,36903376.0,37646166.0,38414171.0,39205031.0,40019529.0,40850721.0,41689299.0,42505035.0,43294546.0,44042091.0,44761099.0,45477389.0,46164219.0,46814308.0
EAP,1883675167.0,1898853723.0,1914002124.0,1929185103.0,1944305887.0,1959017463.0,1973602166.0,1989106668.0,2006566431.0,2023850158.0,2040383789.0,2056050896.0,2071486140.0,2087238522.0,2100698838.0,2112289891.0,2121866294.0,2128553744.0,2133560408.0,2137527754.0,2141122258.0
EAR,2693184997.0,2738846905.0,2784726644.0,2830531957.0,2875943965.0,2921563644.0,2967104472.0,3013476947.0,3058869436.0,3103677284.0,3146800078.0,3190318707.0,3233033717.0,3274060446.0,3314245247.0,3355014793.0,3396051187.0,3432026092.0,3470644834.0,3511607650.0,3552278604.0
EAS,2118747885.0,2134573057.0,2150688938.0,2167046538.0,2183472438.0,2199148703.0,2214613815.0,2230826576.0,2249081393.0,2267072102.0,2284385542.0,2300844269.0,2317076058.0,2333475520.0,2347576325.0,2359762190.0,2369420882.0,2375117716.0,2379617118.0,2384441485.0,2388319494.0
ECA,222413290.0,223360135.0,224417513.0,225016072.0,226524480.0,228250911.0,230106440.0,231988438.0,233875199.0,235905150.0,237999321.0,240083379.0,242224182.0,244308649.0,246400484.0,248576676.0,250351240.0,251867727.0,250514347.0,248721385.0,250281521.0
ECS,873069464.0,875563919.0,878166933.0,880656346.0,884224673.0,887741128.0,890990371.0,893009595.0,896514510.0,899907172.0,903561071.0,907527486.0,911579016.0,915065824.0,918689254.0,921932163.0,923664467.0,924381062.0,924234471.0,924773523.0,928263208.0
ECU,13608701.0,13846163.0,14086131.0,14328773.0,14575202.0,14825954.0,15076695.0,15326227.0,15572194.0,15807128.0,16035124.0,16266225.0,16505139.0,16759519.0,17049547.0,17340021.0,17546065.0,17682454.0,17823897.0,17980083.0,18135478.0
EGY,79477443.0,81101004.0,82700403.0,84276225.0,85864789.0,87501636.0,89196072.0,91093059.0,93161001.0,95333553.0,97528654.0,99597342.0,101644589.0,103696057.0,105682094.0,107553158.0,109315124.0,110957008.0,112618250.0,114535772.0,116538258.0
EMU,332140117.0,333897752.0,335499702.0,337282985.0,338978475.0,340136844.0,341002804.0,340367367.0,341100659.0,341639530.0,342228563.0,343180482.0,344132977.0,344810179.0,345864630.0,346496601.0,346986142.0,347207191.0,348200155.0,349762722.0,351161936.0
ERI,2598284.0,2661215.0,2703502.0,2743222.0,2816327.0,2887885.0,2945186.0,2998485.0,3036988.0,3074360.0,3095173.0,3105546.0,3124698.0,3150347.0,3192760.0,3240194.0,3291271.0,3350183.0,3409447.0,3470390.0,3535603.0
ESP,42921895.0,43653155.0,44397319.0,45226803.0,45954106.0,46362946.0,46576897.0,46742697.0,46773055.0,46604197.0,46460733.0,46422303.0,46458139.0,46571232.0,46782011.0,47118501.0,47359424.0,47443821.0,47786102.0,48352528.0,48848840.0
EST,1362550.0,1354775.0,1346810.0,1340680.0,1337090.0,1334515.0,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1315407.0,1315790.0,1317384.0,1321977.0,1326898.0,1329522.0,1330932.0,1348840.0,1370286.0,1372341.0
ETH,76077206.0,78367470.0,80703490.0,83103217.0,85543668.0,88007636.0,90538514.0,93149970.0,95798767.0,98438751.0,101115610.0,103867135.0,106718162.0,109666481.0,112664152.0,115737383.0,118917671.0,122138588.0,125384287.0,128691692.0,132059767.0
EUU,434193248.0,435789139.0,437263803.0,438796003.0,440270719.0,441388573.0,442088310.0,441414078.0,442069839.0,442425741.0,442920819.0,443793218.0,444676652.0,445321060.0,446329890.0,446910453.0,446870959.0,446227358.0,447202673.0,448897545.0,450228188.0
FCS,684007365.0,700820603.0,717975893.0,735110300.0,753058095.0,772015937.0,791371804.0,810972272.0,831065598.0,851404936.0,871345375.0,890869511.0,910836458.0,931222867.0,951851595.0,973035228.0,994901090.0,1016906998.0,1036390026.0,1057033168.0,1081767572.0
FIN,5228172.0,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5508214.0,5515525.0,5521606.0,5529543.0,5541017.0,5556106.0,5583911.0,5619911.0
FJI,874366.0,882379.0,890365.0,897832.0,903399.0,907239.0,910419.0,912989.0,914918.0,916352.0,917585.0,918578.0,919166.0,918759.0,917180.0,914899.0,914963.0,916711.0,919422.0,924145.0,928784.0
FRA,62707588.0,63180854.0,63622342.0,64016890.0,64375116.0,64706436.0,65026211.0,65340830.0,65657659.0,65997932.0,66312067.0,66548272.0,66724104.0,66918020.0,67158348.0,67382061.0,67601110.0,67842811.0,68184457.0,68372286.0,68551653.0
FRO,48384.0,48359.0,48335.0,48378.0,48547.0,48791.0,48657.0,48543.0,48291.0,48246.0,48428.0,48899.0,49464.0,50180.0,50996.0,51792.0,52565.0,53296.0,53912.0,54414.0,54681.0
FSM,111925.0,111412.0,110729.0,109880.0,108936.0,107957.0,107540.0,107698.0,107890.0,108121.0,108396.0,108716.0,109075.0,109481.0,109909.0,110282.0,110916.0,111624.0,112114.0,112630.0,113160.0
GAB,1421609.0,1463495.0,1508337.0,1556237.0,1607175.0,1661556.0,1719879.0,1781985.0,1846889.0,1913059.0,1978399.0,2040989.0,2100306.0,2156900.0,2212318.0,2267706.0,2322539.0,2376722.0,2430747.0,2484789.0,2538952.0
GBR,59987905.0,60401206.0,60846820.0,61322463.0,61806995.0,62276270.0,62766365.0,63258810.0,63711000.0,64139000.0,64620000.0,65088000.0,65607000.0,65966000.0,66289000.0,66631000.0,66744000.0,66984000.0,67604000.0,68492000.0,69226000.0
GEO,3927340.0,3902469.0,3880347.0,3860158.0,3848449.0,3814419.0,3786695.0,3756441.0,3728874.0,3717668.0,3719414.0,3725276.0,3727505.0,3728004.0,3726549.0,3720161.0,3722716.0,3708610.0,3712502.0,3715483.0,3699557.0
GHA,21868298.0,22449438.0,23040702.0,23642279.0,24249946.0,24862664.0,25474995.0,26095088.0,26734268.0,27386193.0,28041592.0,28696068.0,29356742.0,30008354.0,30637585.0,31258945.0,31887809.0,32518665.0,33149152.0,33787914.0,34427414.0
GIB,28715.0,29163.0,29594.0,30006.0,30413.0,30823.0,31248.0,31660.0,32029.0,32407.0,32813.0,33193.0,33658.0,34245.0,34854.0,35494.0,36173.0,36858.0,37609.0,38471.0,39329.0
GIN,9062726.0,9245844.0,9441171.0,9662281.0,9898870.0,10143534.0,10396086.0,10656810.0,10921581.0,11191873.0,11472924.0,11767070.0,12073030.0,12385659.0,12704774.0,13034346.0,13371183.0,13710513.0,14055137.0,14405468.0,14754785.0
GMB,1621312.0,1667037.0,1715275.0,1765774.0,1817852.0,1871422.0,1926630.0,1983784.0,2043094.0,2103820.0,2164528.0,2224529.0,2283769.0,2342189.0,2399632.0,2456844.0,2515733.0,2576010.0,2636470.0,2697845.0,2759988.0
GNB,1349563.0,1381585.0,1415303.0,1450986.0,1488054.0,1526377.0,1566347.0,1608076.0,1651417.0,1695973.0,1741122.0,1786457.0,1831893.0,1877072.0,1922168.0,1967696.0,2013255.0,2058841.0,2105529.0,2153339.0,2201352.0
GNQ,899917.0,947367.0,990343.0,1036044.0,1084530.0,1135673.0,1189085.0,1241835.0,1293483.0,1346218.0,1399828.0,1453923.0,1508186.0,1562396.0,1616422.0,1670177.0,1716468.0,1758786.0,1803545.0,1847549.0,1892516.0
GRC,10955141.0,10987314.0,11020362.0,11048473.0,11077841.0,11107017.0,11121341.0,11104899.0,11045011.0,10965211.0,10892413.0,10820883.0,10775971.0,10754679.0,10732882.0,10721582.0,10698599.0,10569207.0,10436882.0,10407351.0,10405134.0
GRD,109323.0,109734.0,110135.0,110522.0,110896.0,111254.0,111586.0,112079.0,112775.0,113487.0,114132.0,114676.0,115130.0,115438.0,115691.0,115981.0,116341.0,116688.0,116913.0,117081.0,117207.0
GRL,56898.0,56935.0,56775.0,56555.0,56328.0,56323.0,56534.0,56890.0,56810.0,56483.0,56295.0,56114.0,56186.0,56172.0,56023.0,56225.0,56367.0,56653.0,56661.0,56865.0,56836.0
GTM,12807402.0,13087629.0,13367459.0,13652040.0,13935174.0,14215611.0,14500112.0,14792126.0,15089647.0,15387337.0,15681725.0,15971743.0,16268760.0,16567357.0,16845685.0,17103803.0,17357325.0,17598650.0,17847877.0,18124838.0,18406359.0
GUM,163810.0,164365.0,164839.0,165267.0,165693.0,166173.0,166522.0,166543.0,166331.0,165966.0,165486.0,164905.0,164233.0,163490.0,162679.0,161808.0,162158.0,163730.0,165180.0,166506.0,167777.0
GUY,762418.0,760914.0,758966.0,756861.0,754606.0,752094.0,749256.0,746153.0,746288.0,750021.0,754229.0,758781.0,763548.0,768479.0,791556.0,807665.0,807481.0,815482.0,821637.0,826353.0,831087.0
HIC,1282168195.0,1289125857.0,1296891494.0,1305578110.0,1314671040.0,1322754052.0,1328657754.0,1334557663.0,1342428400.0,1350149879.0,1357496263.0,1366013614.0,1374284415.0,1380319892.0,1385103279.0,1389770301.0,1393472875.0,1391814501.0,1398001706.0,1408190184.0,1417841927.0
HKG,6783500.0,6813200.0,6857100.0,6916300.0,6957800.0,6972800.0,7024200.0,7071600.0,7150100.0,7178900.0,7229500.0,7291300.0,7336600.0,7393200.0,7452600.0,7507900.0,7481000.0,7413100.0,7346100.0,7536100.0,7524100.0
HND,7298994.0,7478355.0,7656832.0,7834798.0,8012587.0,8189899.0,8365878.0,8540583.0,8715076.0,8889278.0,9063122.0,9237305.0,9412380.0,9588137.0,9765210.0,9943633.0,10119640.0,10289877.0,10463872.0,10644851.0,10825703.0
HPC,539803501.0,555358929.0,571454590.0,587432384.0,604007702.0,621337653.0,638796398.0,656783491.0,675397557.0,694622934.0,714769441.0,735429414.0,756895035.0,779389964.0,802020674.0,824649053.0,847743308.0,870930036.0,893906294.0,917304254.0,941413026.0
HRV,4304600.0,4310145.0,4311159.0,4310217.0,4309705.0,4305181.0,4295427.0,4280622.0,4260368.0,4233922.0,4201598.0,4151725.0,4106867.0,4041407.0,3988775.0,3949390.0,3914206.0,3878981.0,3855641.0,3859686.0,3866200.0
HTI,8910263.0,9061273.0,9216562.0,9373296.0,9530774.0,9689581.0,9803294.0,9914904.0,10069771.0,10222362.0,10373235.0,10523242.0,10671457.0,10817754.0,10962362.0,11105163.0,11243848.0,11374586.0,11503606.0,11637398.0,11772557.0
HUN,10107146.0,10087065.0,10071370.0,10055780.0,10038188.0,10022650.0,10000023.0,9971727.0,9920362.0,9872734.0,9833038.0,9797755.0,9759755.0,9726756.0,9706964.0,9694824.0,9670419.0,9630932.0,9605074.0,9592186.0,9562065.0
IBD,4168676771.0,4214082145.0,4258827055.0,4302067550.0,4346234014.0,4391389527.0,4436714947.0,4483152627.0,4532100585.0,4581958556.0,4630607878.0,4676773551.0,4721566970.0,4765773411.0,4806981820.0,4845075024.0,4878296727.0,4905212516.0,4928196300.0,4952212190.0,4979421568.0
IBT,5417128229.0,5492481030.0,5568236362.0,5643505923.0,5720065907.0,5797994405.0,5876645582.0,5956718993.0,6038958543.0,6120456890.0,6201607778.0,6280961830.0,6360153661.0,6440011821.0,6518058354.0,6594216452.0,6666470352.0,6732651035.0,6794724390.0,6858521511.0,6926222113.0
IDA,1248451458.0,1278398885.0,1309409307.0,1341438373.0,1373831893.0,1406604878.0,1439930635.0,1473566366.0,1506857958.0,1538498334.0,1570999900.0,1604188279.0,1638586691.0,1674238410.0,1711076534.0,1749141428.0,1788173625.0,1827438519.0,1866528090.0,1906309321.0,1946800545.0
IDB,436147454.0,447132945.0,458394453.0,470476526.0,482975881.0,495610570.0,508422508.0,520984443.0,532980174.0,544442648.0,555868551.0,567234056.0,578463670.0,590024074.0,601951913.0,614017319.0,626440308.0,639196319.0,651895919.0,664395892.0,676957651.0
IDN,227926649.0,230871650.0,233951652.0,237062337.0,240157903.0,243220028.0,246305322.0,249470032.0,252698525.0,255852467.0,258877399.0,261799249.0,264627418.0,267346658.0,269951846.0,272489381.0,274814866.0,276758053.0,278830529.0,281190067.0,283487931.0
IDX,812304004.0,831265940.0,851014854.0,870961847.0,890856012.0,910994308.0,931508127.0,952581923.0,973877784.0,994055686.0,1015131349.0,1036954223.0,1060123021.0,1084214336.0,1109124621.0,1135124109.0,1161733317.0,1188242200.0,1214632171.0,1241913429.0,1269842894.0
