Country,Year,Access to electricity (% of population),"Agriculture, forestry, and fishing, value added (% of GDP)",Domestic credit to private sector (% of GDP),Employment in services (% of total employment) (modeled ILO estimate),"Foreign direct investment, net inflows (% of GDP)",GDP per capita (constant 2015 US$),Individuals using the Internet (% of population),"Industry (including construction), value added (% of GDP)","Services, value added (% of GDP)"
AFE,2014,-2.033293920940481,0.574353134077082,0.6956925862452797,-1.2881762602307698,-0.25199740616124,-0.9769672343564696,-1.0086213059571778,0.2499772411255624,-0.09102826712066174
AFE,2015,-2.033293920940481,0.631100037028359,0.565040476746507,-1.24593624846798,-0.1419246386392485,-0.9755950456424297,-0.9376743613938943,0.0477813590497377,-0.022518461436260444
AFE,2016,-2.033293920940481,0.6214349182446607,0.5691339982790541,-1.2003232458321675,-0.45660697315104254,-0.979346039388548,-0.8731771390636364,0.03573818232270187,-0.044074752873325095
AFE,2017,-2.033293920940481,0.5889292308182463,0.5641398745636478,-1.152429371678689,-0.7320380766646114,-0.9793443629806909,-0.8409285278985074,0.09488193795400066,-0.0358177051082059
AFE,2018,-1.9182995153751525,0.5516191482691197,0.5014539163136511,-1.084706192598311,-0.6593802367545313,-0.9798018900761784,-0.7667567222187108,0.1643681344330256,-0.056376167816220575
AFE,2019,-1.8238550618824925,0.6265027535994477,0.47229841621666624,-1.0064266730466473,-0.6064313812744653,-0.9848121546239801,-0.7022594998884529,0.15206597882304151,-0.16278325256755063
AFE,2020,-1.6967011025918561,0.7523845646260363,0.38142413311954493,-1.1252559770089359,-0.6356446649858685,-1.0239226955389467,-0.6409871386747079,0.06773995891730313,-0.24152063592943168
AFE,2021,-1.577492750345167,0.6831637399637213,0.25127654222588847,-1.1438380990869745,0.3665396696402037,-1.0110613417041234,-0.5926142219270145,0.14407692971863678,-0.40800735991900083
AFE,2022,-1.535051252613231,0.7151799759875003,0.12894930730014736,-1.0792073596436658,-0.5418904682680397,-1.0035852561537812,-0.5345667218297824,0.17738996656120387,-0.5800098322758264
AFE,2023,-1.4204726951848334,0.7915465197919332,0.18411801395897595,-1.0722697196592856,-0.46692164958095805,-1.0078528340700672,-0.5023181106646534,0.1857394313717424,-0.41414500513754104
AFE,2024,-1.9107296757893515,0.7871849989115889,-1.7542544789588514,-1.0256416932278845,-0.41299153279478296,-1.0060686329733877,-0.4700694994995245,0.14457738236502854,-0.33353332562691085
AFG,2004,-2.033293920940481,1.453802786424335,-1.6903584845486705,-1.8731959648811582,-0.018566698472890265,-2.0215546714263524,-1.395417307756467,0.16913181165245972,-1.2804913889672345
AFG,2005,-2.033293920940481,1.5003149128386102,-1.4075833107381501,-1.7827980398127685,0.20769930137809034,-1.9715314869000584,-1.3593523636974456,0.2199537933362386,-1.5173103813952702
AFG,2006,-2.033293920940481,1.4161068642115873,-2.1876650371369735,-1.759079584669392,-0.06525411038130903,-1.9636226686469258,-1.3308778074969716,0.3371928424569367,-1.4231600254058543
AFG,2007,-2.033293920940481,1.466822706265426,-1.8554827099112092,-1.6327829432883982,-0.4877533643968898,-1.8859508628359754,-1.3375571398414932,0.22597230287269313,-1.370965149856007
AFG,2008,-1.9635435147491793,1.274542941479216,-1.5375025502780189,-1.591037823499987,-0.9109014893306203,-1.87426518738716,-1.3394920565114008,0.22883167892167475,-0.8311673486189232
AFG,2009,-1.5665578105286941,1.43924911939364,-1.414406302934375,-1.4316764400058004,-0.9118937427800112,-1.7636797269608495,-1.2843469314190306,-0.24468922726525824,-0.8476703075191078
AFG,2010,-1.9420889377186534,1.3265821692454076,-1.321673816248751,-1.278469029091045,-0.6971587465715033,-1.6899806590458133,-1.2698350563947225,-0.3238013917716988,-0.49790594568759167
AFG,2011,-1.9066565064551044,1.2269773324273308,-2.1653930431830792,-1.2819713451101216,-0.9573042104445963,-1.7129381133462565,-1.2375864452295935,-0.15828654388092805,-0.422765458560161
AFG,2012,-0.47026587399581776,1.2540442240964742,-2.2617315545791343,-1.1827422993419436,-0.9594721405652438,-1.6570230517372904,-1.2229278390244842,-0.32311260454514756,-0.34298603379812426
AFG,2013,-0.5195253455295744,1.186685775803546,-2.293222748873634,-1.2021230617533467,-0.9725180224518025,-1.6427429546047054,-1.2085626951809774,-0.4012861832517032,-0.15823020256203835
AFG,2014,0.32525584883780495,1.1566016362443219,-2.377066640587065,-1.1887916423066518,-0.9811323582632961,-1.6493824004018534,-1.1730892228993355,-0.3153764928596116,-0.13177470556181553
AFG,2015,-0.3654208394762641,1.0862058259648188,-2.367858133325725,-1.0695001626180194,-0.7883768904997703,-1.661186207474003,-1.132455972831273,-0.22112579483816605,-0.11089510484432114
AFG,2016,0.5953903196683626,1.3083266709514567,-2.389189762552277,-0.9541228199311942,-0.8933947304789468,-1.6632991773677892,-1.0440947782388197,-1.8970917066257114,0.35781896409365227
AFG,2017,0.5953903196683626,1.3346464250877348,-2.3999745896852023,-0.8395264019961914,-0.9625147037154421,-1.6646753366679587,-0.9634732503259974,-1.985156885825474,0.304049001446776
AFG,2018,0.45665944564758326,1.1523274931987861,-2.4796176112598505,-0.8241603800994849,-0.8519568885781681,-1.676826806595056,-0.8570528334810719,-1.3549706436067122,0.39266617018128014
AFG,2019,0.5953903196683626,1.3096452561500946,-2.5526245340913567,-0.78890475161036,-1.005477435134289,-1.6708330092677723,-0.8312539445489687,-1.2460743684495785,0.07597820462660156
AFG,2020,0.5953903196683626,1.4624516931682061,-2.588817908227299,-0.9320778155855267,-1.0224857913489211,-1.7097247295219586,-0.8490390536065373,-1.42826877893319,-0.16776640021094127
AFG,2021,0.5953903196683626,1.5783761275727821,-1.928616264937561,-1.3649053666979865,-0.9997688360362164,-1.88960646683114,-0.8662662616909492,-1.2121144895411917,-0.6600154204306746
AFG,2022,0.1772551095093312,1.5815168745493675,-1.6858932487386014,-1.4287862623747654,-0.43518624245826737,-1.9449521171985822,-0.8444210524876908,-0.9491793989891439,-0.8671555319459596
AFG,2023,0.1772551095093312,1.6125253415066325,-0.8567548978407246,-1.422433340702746,-0.6535783489601811,-1.9442073499847985,-0.8277420707930861,-1.3446007343578792,-0.7360833713267265
AFG,2024,-1.3810777443228495,1.484514870155222,-0.93703208625487,-1.4221061108000361,-0.031393725354980265,-1.5441101625942655,-0.9639963227990958,-0.1168149187294478,-1.360342299779933
AFW,2004,-2.033293920940481,1.2315729987073585,-1.6158275358215044,-1.0595683829348859,-0.5253415985422958,-1.022500856792631,-1.1312554215348176,0.3859946542545333,-1.2299137483698699
AFW,2005,-2.033293920940481,1.211169933132188,-1.6178580391723374,-1.019772309267629,-0.20315704615205557,-1.0028243774044816,-1.3246576953754416,0.4340975044072644,-1.2308118570168618
AFW,2006,-2.033293920940481,1.1660775287130738,-1.6384446055868802,-0.9805576743908712,-0.38684973258789396,-0.9864548880742022,-1.2891842230937998,0.3316788673002885,-0.8752980268173408
AFW,2007,-2.033293920940481,1.152760672983785,-1.2559356196294533,-0.9332520543965358,-0.2501590427186094,-0.9689851300950876,-1.2601604730451839,0.24259368977141577,-0.7410020224639112
AFW,2008,-2.0021011406093567,1.1775317553855318,-1.0346220368216688,-0.8849035116449214,-0.2288428940066408,-0.9464680264001469,-1.2375864452295935,0.3310593261215966,-0.8627171893617533
AFW,2009,-1.992201457378979,1.2253581940499658,-0.957167500419777,-0.8345997838000779,-0.03320024646104606,-0.9241747813378762,-1.2117875562974905,0.02338177092106443,-0.6589670760521975
AFW,2010,-1.9958607418545367,1.1563789067122445,-1.19937121739485,-0.7726782500206887,-0.1402854741898497,-0.8961666200292394,-1.163414639549797,0.2649122330414662,-0.6968721492630819
AFW,2011,-1.7112529994516676,1.080628562091252,-1.2965763202911955,-0.7272196874606272,-0.027724539353691024,-0.8822178657979858,-1.1182665839186163,0.5039972908158409,-0.8457199574375733
AFW,2012,-1.8379088209261703,1.07178699627781,-1.3183325289551382,-0.6888237658978518,-0.2419266918645893,-0.8665845710149843,-1.06666880605441,0.45888231786878525,-0.7424449162023513
AFW,2013,-1.637191381560426,1.0358525267334848,-1.235018260853377,-0.6526501974029564,-0.3923767502530901,-0.844485904367553,-0.9924970003746134,0.38159040761754376,-0.6201676936238009
AFW,2014,-1.6003898560380196,1.013947948981231,-1.1242685528832914,-0.612033405117864,-0.5162757519192239,-0.8247419782937319,-0.915100333578304,0.2650168757326545,-0.4868374080441587
AFW,2015,-1.658726002522521,1.0638875359483564,-1.08967287271181,-0.5733295575525228,-0.4312708067099282,-0.823395382184421,-0.7990053333838397,-0.1171778710079742,-0.10453441105589373
AFW,2016,-1.3977933530873887,1.0843700316898621,-0.9904234659013768,-0.5556046633641354,-0.4020983504517731,-0.8408421642492694,-0.7248335277040432,-0.28465596911225055,-0.030206359844971817
AFW,2017,-1.5288367843948203,1.0726701193872716,-1.054332957325869,-0.5228956040519227,-0.31034229819840653,-0.8433472389780609,-0.6313125553251692,0.005440217625887193,-0.27253860422442017
AFW,2018,-1.3804455993763658,1.0820894673546055,-1.1770066887296915,-0.4828951141887938,-0.4939702027275402,-0.8410269793760051,-0.5700401941114243,0.21003073050503826,-0.48635527204692336
AFW,2019,-1.383080152320659,1.2151258419255337,-1.3676256389181696,-0.43312786573480455,-0.6903321616786244,-0.835474116675072,-0.47974408284906317,-0.09918530140206201,-0.35170551345398615
AFW,2020,-1.349640819522801,1.2948276542353887,-1.3075619361427615,-0.5324550672784091,-0.7435438978120137,-0.8790494656321677,-0.3829982493536763,-0.3143190116623194,-0.37317404703422946
AFW,2021,-1.2050027039861853,1.303717341976204,-1.2289528787852306,-0.518543787067468,-0.5833068324083254,-0.877966293920642,-0.2798026936252636,-0.24208514885366597,-0.48434955062917756
AFW,2022,-1.1317293598156297,1.2937775355767287,-1.2308942879571385,-0.5022263902390915,-0.6214019477122902,-0.8635845190914783,-0.18950658236290266,-0.12416952180357937,-0.5442916388613684
AFW,2023,-1.0566790742766654,1.2441725474724672,-0.927004937571734,-0.4694452107130013,-0.44603866995378216,-0.8550629028052447,-0.1572579711977737,-0.11345597303774412,-0.5120037311788982
AFW,2024,0.30562777560863336,1.1753874357391583,-0.5763123445239323,-0.4368252437722897,-0.35549232992536695,-0.8403867628624585,-0.10888505445008029,-0.017931311064561167,-0.5869315464249928
AGO,2004,-2.033293920940481,0.41125494760194786,-0.7267732819019157,0.47882653616933846,1.2852826417858487,-0.592437707214955,-1.3838398628565187,1.6826939988680696,-1.4364650114479465
AGO,2005,-2.033293920940481,0.2306728777647373,-1.2468663965200444,0.39049474437963916,-1.9413671953265426,-0.5249115146262225,-1.3619574065073647,1.939746402252157,-1.9415600347531659
AGO,2006,-2.033293920940481,0.2169549636466721,-0.7244681249748428,0.30809519270962216,-1.0594440916150363,-0.47206560862202657,-1.3504565843075447,1.8587968208794259,-1.7378308985853765
AGO,2007,-2.033293920940481,0.23623333561847382,-1.459992937950931,0.22219794397914402,-1.3906874645531977,-0.4123548247850231,-1.344006862074519,2.0131037672034156,-2.1226875578216275
AGO,2008,-2.033293920940481,0.14542919663358198,-0.5511334485697539,0.1362545117396943,-0.5552624529939504,-0.36683759246751796,-1.3375571398414932,1.9432376674476923,-2.1063176960188295
AGO,2009,-2.033293920940481,0.41149071013572597,-0.662195719712361,0.043254849059700624,-0.26954196664780716,-0.37969048444329917,-1.3246576953754416,1.2032867254233846,-0.7085672189654251
AGO,2010,-2.033293920940481,0.3858312013001717,-0.6253384222421275,-0.08807062169426559,-2.0065395134723096,-0.3704873777284389,-1.3085333897928773,1.5998670111899909,-1.3585332216449324
AGO,2011,-2.033293920940481,0.33400621609575964,-1.3218276087952545,-0.216677013048802,-1.7294897200324508,-0.3730018074672696,-1.2472610285791321,1.7683718300520737,-1.6556936625120127
AGO,2012,-2.033293920940481,0.34788330095715503,-2.0563471951990464,-0.3409859061313636,-1.332662570416702,-0.3428883045788338,-1.1505151950837451,1.821278207819919,-1.617154113901528
AGO,2013,-2.033293920940481,0.4081100174864326,-1.8480031284445897,-0.46220637327392283,-2.2885495951500436,-0.3364280387194712,-0.9795975559085619,1.686285493724073,-1.3478860779817032
AGO,2014,-2.033293920940481,0.5093421593082199,-1.4416161351044068,-0.5971664290127536,-0.3597455334067291,-0.33066993861034566,-0.709924994762404,1.3695349977867795,-0.9682993644880683
AGO,2015,-1.9923814718584618,0.6785295374990397,-0.6260936011542085,-0.5978292922818041,1.754361439844905,-0.3506983079600235,-0.6893600554224013,0.9489302279085589,-0.5761730718550971
AGO,2016,-2.006901204991773,0.7481780482196214,-0.8207766879504216,-0.611503960907391,-1.1267615675604175,-0.3879526611773628,-0.6506617220242467,0.990390839397015,-0.702177309115572
AGO,2017,-1.9278675563138268,0.7652420626274045,-1.0603549995208221,-0.6178568032249354,-2.2885495951500436,-0.4139318250080527,-0.5603656107618855,0.9719350181222287,-0.7122758285435232
AGO,2018,-1.7620912864374152,0.6551091773966942,-1.1798922349713865,-0.6338257600431129,-2.2885495951500436,-0.44244018311906286,-0.4636197772664987,1.2155990892875135,-0.9781360216932271
AGO,2019,-1.7419761867017456,0.583361338642533,-1.1629477971491216,-0.641236023022387,-2.2885495951500436,-0.4677334165579259,-0.3627009734863443,1.273561569485375,-0.987887399760444
AGO,2020,-1.6497862009557485,0.7714129335447406,-1.3456721856548453,-0.7396120323494324,-1.9476031168499535,-0.5197891509669826,-0.21741130560408867,0.9474079138587315,-0.8362169052349778
AGO,2021,-1.5728816241047032,0.8675896993217425,-1.614667997146972,-0.7845804878770245,-2.2885495951500436,-0.527535554871005,-0.12863410392760527,1.038314700631057,-1.115489345948432
AGO,2022,-1.5539485742116976,1.0032930501184143,-1.8517959346327566,-0.5869297862354738,-2.2885495951500436,-0.5205906209331946,-0.04206915697704964,0.8321066373818463,-0.9970912499176136
AGO,2023,-1.3945113921666816,1.0888886815180205,-1.7554954312037372,-0.5844063010717725,-1.606426461475626,-0.533440065992826,0.044557062334719726,0.8450955569731983,-1.204903606940565
AGO,2024,0.24305249337752227,1.1535291480684615,-1.7941943389582191,-0.5738859162512221,-1.3551184741052087,-0.5243964418073686,0.0008752865559953027,0.8076417312820623,-1.2866105647451287
ALB,2004,0.6485770576934081,0.9807103648235453,-0.5898853309994416,-0.8635247901987393,0.2760590380276196,-0.5968185124515362,-1.3207752850772718,0.2975373605633939,-1.453956280719591
ALB,2005,0.6485770576934081,0.9006560476536042,-0.6230995374850039,-0.8715592954653776,-0.13236331704204632,-0.5579928394766019,-1.2039224425204271,0.33116855905485065,-1.3594000097197934
ALB,2006,0.6485770576934081,0.8360604621639462,-0.1816871310539457,-0.8195034609569093,-0.02539412383424064,-0.5124054261120974,-1.0889206702444607,0.3549309327189479,-1.381666261088305
ALB,2007,0.6485770576934081,0.8042716361093167,0.1500482492627318,-0.8027140979770989,0.6361038711516797,-0.462750842569779,-0.9139361587152429,0.3669844590542514,-1.3430110112648506
ALB,2008,0.6671340765426543,0.7972449072003975,0.052772488840765595,-0.7869696226144792,1.6477806364006835,-0.41032815883786966,-0.6293776386552615,0.3657234868703878,-1.2844300958986845
ALB,2009,0.6547750241491708,0.7880845764981647,-0.06304412243809851,-0.85736259982288,2.0765958320561704,-0.38689075508527687,-0.07018672105192546,0.28401747502885916,-1.1834792398690532
ALB,2010,0.6547750241491708,0.8553829268305119,-0.026604444447235316,-0.75442890345407,1.5365288485882738,-0.36276885252783025,0.052358001375564456,0.27622983620974445,-1.2583395784424183
ALB,2011,0.6578693881554935,0.8769963079440188,0.037872237171021166,-0.913336483068385,1.2695047218477757,-0.3437410994633283,0.11685522370582235,0.23100122210890528,-1.1582886220472193
ALB,2012,0.6640489082703959,0.9273040819277184,0.04213926750587551,-0.8370346233682534,1.1016228967179982,-0.32598205223851395,0.1942518905021318,0.09614785668318868,-1.0247970866744578
ALB,2013,0.6640489082703959,0.9999168493980182,0.005911382312977692,-0.7054441014273202,1.7603194583665918,-0.3031994630267687,0.27164855729844123,0.10509590475135415,-1.116807669565439
ALB,2014,0.6671340765426543,1.016253261268472,-0.012595800915896998,-0.6410206105871568,1.4310567310421,-0.27673676844062356,0.3522700852112636,-0.051176863180884144,-1.113759517540266
ALB,2015,0.6671340765426543,0.9905280940766341,-0.07579843047353607,-0.6282748583438476,1.4250368393192145,-0.2503601928891427,0.4361164742405989,0.010828461454502152,-1.090492788823873
ALB,2016,0.6640489082703959,1.0125915762932025,-0.09599106521245722,-0.6050869775967578,1.4490666506924208,-0.21249841462094346,0.5231877243864471,-0.04748918677780734,-1.0307986343584292
ALB,2017,0.6640489082703959,0.9544491634910719,-0.1608965237885253,-0.47446470808133695,1.1639766152527737,-0.178888958420388,0.6134838356488082,-0.13693617441992734,-0.9163794019102364
ALB,2018,0.6671340765426543,0.9454258934774203,-0.2144048498396539,-0.4453582507902087,1.1974142178229739,-0.14263782205107045,0.7102296691441952,-0.058413222521274635,-0.9331600798008436
ALB,2019,0.6671340765426543,0.9589076544082292,-0.17405720213022155,-0.41401613680010235,1.1617188078972842,-0.11739823505748757,0.8118256937588171,-0.13572066388508677,-0.8268287353284827
ALB,2020,0.6671340765426543,0.993654252032691,-0.05106406837518394,-0.41244370737983665,0.9651823437342749,-0.13026013948920712,0.9307359977079973,-0.08607068315058733,-0.8002435537087673
ALB,2021,0.6671340765426543,0.9386244473610009,-0.0892009056478158,-0.34064623989432813,0.8906519903320208,-0.05891460882512995,1.159249656424101,-0.18929630180836649,-0.8442395227922161
ALB,2022,0.6671340765426543,0.8925133150100001,-0.17192351524155106,-0.3665137257733355,1.1254524482813744,-0.014858268660754386,1.265347587157375,-0.12979267020022303,-0.7434308365818878
ALB,2023,0.6671340765426543,0.8502754816411876,-0.21578110277832682,-0.23022411843814883,0.9313720172856911,0.023726994693755814,1.2821781373244558,-0.11633862899942088,-0.6118387737304497
ALB,2024,0.6578595562064276,0.7991455909593947,-0.1632363646631119,-0.20358011349551167,0.7664752359503211,0.06251936352779824,0.9324748428220208,-0.1926673271637739,-0.515489960550526
AND,2004,0.6671340765426543,-1.7727971524624386,1.0947027176238735,1.149764227555551,0.7690543393579079,1.3377064834150325,-0.5333412746055075,-0.987321367178625,1.4361934497503948
AND,2005,0.6671340765426543,-1.7984231283871517,1.35352744169603,1.17875781049736,0.7690543393579079,1.3459885843484725,-0.18609467930163195,-0.9512241629319895,1.4133063988865406
AND,2006,0.6671340765426543,-1.8191696473107222,1.416564071189654,1.246558511547438,0.7690543393579079,1.359649494544322,0.17931433381044404,-0.9328493602035987,1.395152640648784
AND,2007,0.6671340765426543,-1.8074062044401924,1.5778646491764081,1.2089161790701275,0.7690543393579079,1.350508855255828,0.8866295722174505,-1.0314150625168486,1.4218407983051466
AND,2008,0.6671340765426543,-1.7786105960143754,1.342570387496251,1.1474829764936723,0.7690543393579079,1.2964498971540952,0.8598632249503935,-1.0373350555493712,1.470816030958642
AND,2009,0.6671340765426543,-1.7696993518594641,1.342570387496251,1.17875781049736,0.7690543393579079,1.2547734162516848,1.1336539337423381,-1.136233900457305,1.511286971569947
AND,2010,0.6671340765426543,-1.7351248924693805,1.1652293921329375,1.1937277443271945,0.7690543393579079,1.2679579020180087,1.2133080033202066,-1.3988165906970416,1.5682747071778271
AND,2011,0.6671340765426543,-1.7180715460728755,1.1638155079240646,1.1741329426548508,0.7690543393579079,1.2938793227836543,1.2133080033202066,-1.614050751364689,1.5909735777730751
AND,2012,0.6671340765426543,-1.643037194136193,0.9897627292099974,1.2089161790701275,0.7690543393579079,1.2665921994065243,1.268130642300926,-1.7742828001605757,1.5584100056351908
AND,2013,0.6671340765426543,-1.6533041627897762,0.9897627292099974,1.1648980136494465,0.7690543393579079,1.2563497002996489,1.3229532812816451,-1.8657419856668878,1.6289432951332794
AND,2014,0.6671340765426543,-1.6854852137839678,1.3425703874962507,1.1741329426548508,0.7690543393579079,1.287548154288588,1.377775920262364,-1.9632791567587826,1.64191897532248
AND,2015,0.6671340765426543,-1.7021171599230154,1.342570387496251,1.1798468179646506,0.7690543393579079,1.3126633132929797,1.4358234203595965,-2.000470635488377,1.6665687216689615
AND,2016,0.6671340765426543,-1.6961912828973995,1.5687335699733815,1.1738589559955142,0.7690543393579079,1.3382460147414061,1.4938709204568286,-1.9660125367116075,1.6335784078227131
AND,2017,0.6671340765426543,-1.6706500795066437,1.5687335699733815,1.2089161790701275,0.7690543393579079,1.3254113392127005,1.5540952018077065,-1.9119931763358229,1.6200013038210885
AND,2018,0.6671340765426543,-1.6795405976889888,1.3248361632363368,1.1336770248564874,1.2252347808913906,1.3232805670042154,0.8446921883138699,-1.773341986301564,1.6074967184878384
AND,2019,0.6671340765426543,-1.6957549815824906,0.6368699037822132,1.2541005668925307,2.103680874901749,1.3251467310295295,1.5267225806507452,-1.653059492573312,1.6015995771213658
AND,2020,0.6671340765426543,-1.6707144370788258,0.6368699037822132,1.2480820026287591,1.6551073568567856,1.2333319326688488,1.6069216517573046,-1.4788820638588338,1.7327024611131578
AND,2021,0.6671340765426543,-1.6894322155297625,0.6368699037822132,1.2427769628586491,2.103680874901749,1.2804973422869075,1.629234465822457,-1.5314989967132233,1.7078368230153282
AND,2022,0.6671340765426543,-1.720232104517563,0.5774805520203632,1.2541005668925307,2.103680874901749,1.3328739741624647,1.648196649187553,-1.759727166894924,1.638891519643601
AND,2023,0.6671340765426543,-1.726593730598331,0.7228179092494775,1.257067995462803,1.0415954978334445,1.3407399756047917,1.6791585407671932,-1.5197994304433546,1.6458438495680459
AND,2024,0.6671340765426543,-1.735543001731141,0.16492698489033403,1.1620094396491816,0.8577091727581714,1.3547320173623743,-0.16354709534719714,-1.462693371525093,1.6035720920405854
ARB,2004,0.06629601324862029,-0.008071338944254916,-0.23906997741036398,0.01828808318254053,-0.42226974406030326,-0.09316149289997279,-0.8177095278596147,1.6507153936788317,-1.0724651370756977
ARB,2005,0.09596937960433712,-0.12289195380651774,-0.23868890705870652,0.03258449195092309,-0.13546981940302125,-0.07169034897236572,-0.5802617139063235,1.8237488586704822,-1.4610134601242526
